plot,Tree_Num,Loc_X,Loc_Y,spp,ht,DBH1989,Cnpy1989,DBH1998,Cnpy1998,DBH2002,Cnpy2002,DBH2010,Cnpy2010,Notes
7,967,14.5,28,ACRU,13,26.2,3,26.2,3,25.5,3,27.2,3,
7,968,14,28.1,TSCA,11,15.3,4,18.1,4,19.6,4,22.5,3,
7,969,14,28.3,TSCA,0,6.2,7,6.2,7,6.2,7,6.2,7,Standing
7,970,10.2,37,PCRU,16,28.4,2,31.3,2,31.4,2,35.5,2,
7,971,11.5,40,ABBA,4,3.6,5,7.3,5,8.5,5,10.5,4,
7,972,6.3,26.5,TSCA,9,11.2,4,12.5,4,13.1,4,13.4,6,
7,973,7,26.7,ACRU,14,17,3,21.8,3,18.6,3,21.1,3,
7,974,7.8,28.1,PCRU,12,23,3,24.1,3,24,3,24,6,
7,975,7.4,29,PCRU,14,25.4,2,26.6,2,26.7,2,27.5,2,
7,976,5.8,31.6,ABBA,0,14.4,7,14.4,7,14.4,7,14.4,7,Down
7,977,5,32.5,PCRU,12,14.1,3,15.6,3,15.2,3,17.1,4,
7,978,8,31.6,ACRU,6,3.3,5,5.5,5,5.3,5,7,4,
7,979,8,31.8,ACRU,7,4.8,5,8.6,5,7.4,5,8.8,4,
7,980,8.7,34,PCRU,5,7.8,5,8.3,5,8.6,5,9.6,5,
7,981,9.6,41.3,BEPA,5,3.5,5,5,5,6.1,5,7.5,5,
7,982,9.3,42.9,ABBA,5,5.5,5,9.2,5,10.2,5,12.5,4,
7,983,0.3,25.2,PCRU,8,7.9,7,7.9,7,7.9,7,7.9,7,Down
7,984,1.6,26.3,PCRU,9,8.9,7,8.9,7,8.9,7,8.9,7,Down
7,985,2.3,27.2,TSCA,12,10.5,4,11.2,4,11.3,4,12,4,
7,986,2,28.5,PCRU,18,23,2,25,2,26.9,2,27.9,2,
7,987,4.4,27.9,PCRU,14,10.5,6,10.5,6,10.4,6,10.2,6,
7,988,4.6,27.6,TSCA,16,18.5,3,19.1,3,19.5,3,21.5,2,
7,989,4.7,28.3,TSCA,9,7.2,5,7.3,5,7.2,5,6.9,7,Standing
7,990,3.6,30.5,TSCA,11,12,4,12.9,4,12.9,4,14.5,4,
7,991,3.5,31.2,PCRU,0,8.3,7,8.3,7,8.3,7,8.3,7,Down
7,992,3,31.8,PIST,21,37.2,1,44.5,1,45.1,1,50.1,1,
7,993,2.3,31.6,PCRU,13,13.5,3,14,3,14,3,14.3,4,
7,994,1.9,32.8,ABBA,15,12.1,7,12.1,7,12.1,7,12.1,7,Down
7,995,1.2,32.6,ABBA,15,15.2,7,15.2,7,15.2,7,15.2,7,Down
7,996,0.5,33.5,TSCA,14,10,7,10,7,11.7,5,12.8,3,Alive 
7,997,0.3,33.5,PCRU,15,12.1,3,12.4,3,12.3,3,12.4,7,Down
7,998,1.8,34.3,PCRU,15,15.5,3,17.4,3,17.4,3,18.5,3,
7,999,3.2,35.5,ABBA,0,13,7,13,7,13,7,13,7,Down
7,1000,0.5,37.4,TSCA,10,10.1,4,11.3,4,11.7,4,12.6,4,
7,1501,0.7,41.4,PCRU,14,11.9,3,22,3,22.1,-99,23.1,3,
7,1502,2.1,45.8,PCRU,15,18.9,3,19.8,3,19.9,-99,21.3,3,
7,1503,3.5,46.9,TSCA,9,14.4,4,16.1,4,16.3,-99,18.3,4,
7,1504,3.2,47.5,PCRU,18,32.2,2,34.4,2,34.4,-99,34.6,2,
7,1505,2,48.6,PCRU,17,26.7,2,28.1,2,28.1,-99,28.5,2,
7,1506,1.4,49.8,PCRU,18,29.9,2,32.9,2,33,-99,35,2,
7,1507,0.6,49.9,PCRU,5,6.2,5,6.5,5,6.5,-99,6.5,6,
7,1508,4.9,48,TSCA,9,14.8,4,16.3,4,16.5,-99,19.1,4,
7,9429,4.5,25.1,PCRU,0,12.6,7,12.6,7,12.6,7,12.6,7,Down
7,9471,12.4,25,ABBA,0,3.5,7,6.3,7,6.9,7,7.3,4,
7,9495,18.1,25,PCRU,13,19.8,3,22.2,3,24.2,3,26.1,6,
7,1510,5.1,35,TSCA,-99,0,0,0,0,0,0,5.8,5,New Tree
7,1511,5.1,37.4,TSCA,-99,0,0,0,0,0,0,4.5,5,New Tree
7,1512,1,43,TSCA,-99,0,0,0,0,0,0,5,5,New Tree
7,1513,2.7,44.9,TSCA,-99,0,0,0,0,0,0,4.5,5,New Tree
7,1514,9.1,29.1,TSCA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1515,7.9,26.4,TSCA,-99,0,0,0,0,0,0,4.6,5,New Tree
7,1516,9.2,30.6,ABBA,-99,0,0,0,0,0,0,5.4,5,New Tree
7,1517,9.4,34.1,TSCA,-99,0,0,0,0,0,0,4.45,5,New Tree
7,1518,7.9,32.8,TSCA,-99,0,0,0,0,0,0,4.4,5,New Tree
7,1519,6.1,38.1,TSCA,-99,0,0,0,0,0,0,4.05,5,New Tree
7,1520,9.2,45.2,TSCA,-99,0,0,0,0,0,0,4.7,5,New Tree
7,1521,8.1,48.1,PIST,-99,0,0,0,0,0,0,5.5,5,New Tree
7,1522,5.2,49.3,ABBA,-99,0,0,0,0,0,0,4.5,5,New Tree
7,1523,6,49.4,ABBA,-99,0,0,0,0,0,0,4.65,5,New Tree
7,1524,6.4,49.6,ABBA,-99,0,0,0,0,0,0,5.3,5,New Tree
7,1525,11.7,26.9,TSCA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1526,10.5,28.6,ABBA,-99,0,0,0,0,0,0,5.7,5,New Tree
7,1527,10.6,30.1,ABBA,-99,0,0,0,0,0,0,4.7,5,New Tree
7,1528,7.7,30,ABBA,-99,0,0,0,0,0,0,4.55,5,New Tree
7,1529,11.2,31.1,ABBA,-99,0,0,0,0,0,0,5.2,5,New Tree
7,1530,11.3,30.5,ABBA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1531,11.4,30.5,ABBA,-99,0,0,0,0,0,0,5.2,5,New Tree
7,1532,15.4,29.8,ABBA,-99,0,0,0,0,0,0,4,5,New Tree
7,1533,14.8,33.2,TSCA,-99,0,0,0,0,0,0,4.15,5,New Tree
7,1535,13.4,36.7,TSCA,-99,0,0,0,0,0,0,4.25,5,New Tree
7,1536,15.7,35.8,TSCA,-99,0,0,0,0,0,0,4.6,5,New Tree
7,1537,15.6,40.5,TSCA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1539,17.5,31.7,TSCA,-99,0,0,0,0,0,0,4.3,5,New Tree
7,1540,16.5,33.6,ABBA,-99,0,0,0,0,0,0,4.55,5,New Tree
7,1541,17.3,33.5,ABBA,-99,0,0,0,0,0,0,4.65,5,New Tree
7,1542,17.4,34.6,TSCA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1543,19.2,33.6,ABBA,-99,0,0,0,0,0,0,4.5,5,New Tree
7,1544,18.4,30.8,TSCA,-99,0,0,0,0,0,0,4.25,5,New Tree
7,1545,19.7,33,ABBA,-99,0,0,0,0,0,0,5.4,5,New Tree
7,1546,20.1,33.1,ABBA,-99,0,0,0,0,0,0,4.4,5,New Tree
7,1547,17.8,36.8,ABBA,-99,0,0,0,0,0,0,4.2,5,New Tree
7,1548,13.6,49.8,ABBA,-99,0,0,0,0,0,0,4.4,5,New Tree
7,1549,12.2,49.9,PIST,-99,0,0,0,0,0,0,4.5,5,New Tree
7,1550,11.1,47.9,ABBA,-99,0,0,0,0,0,0,6.45,5,New Tree
7,1551,23.4,40.2,ABBA,-99,0,0,0,0,0,0,4.6,5,New Tree
7,1552,19.9,43.5,ABBA,-99,0,0,0,0,0,0,4.1,5,New Tree
7,1553,20.8,45.7,ABBA,-99,0,0,0,0,0,0,4.7,5,New Tree
7,1554,18.4,47.2,ABBA,-99,0,0,0,0,0,0,4.3,5,New Tree
7,1555,16.8,47.1,ABBA,-99,0,0,0,0,0,0,4.5,5,New Tree
8,792,49.3,27.1,PCRU,15,21.8,2,24.8,,,,27.5,2,
8,793,46.8,31.7,PCRU,12,23.4,3,25.6,,,,28,3,
8,794,49.7,30.1,PIST,14,29.2,3,34.5,,,,42.2,2,
8,795,48.4,33.9,TSCA,10,8.4,6,9.1,,,,10,6,
8,796,49.8,34.6,PCRU,13,19,3,21.3,,,,22.9,6,
8,797,48.8,35.7,ACRU,5,3.8,5,3.9,,,,4,7,Standing
8,798,45.2,36.5,PCRU,4,3.9,5,4,,,,4.2,7,Standing
8,799,45.3,39.9,PCRU,15,15.3,3,16,,,,16.1,6,
8,800,47.2,41.3,PCRU,15,21.7,3,24.8,,,,26.3,6,
8,801,48.6,45.4,PCRU,0,10.5,4,10.5,,10.5,,10.5,7,Down
8,802,48.8,46.2,TSCA,0,7,4,7,,7,,7,7,Down
8,803,48,48.5,TSCA,20,34.2,1,36.4,,,,38.8,2,
8,804,42,26,PCRU,16,22.7,3,22.7,,22.7,,22.7,7,Down
8,805,41.7,27,PCRU,16,20,3,20.3,,,,20.7,6,
8,806,40.9,27.8,ACRU,18,25.6,2,25.8,,,,25.7,2,
8,807,43,27.3,TSCA,7,11.1,4,13.6,,,,17.1,4,
8,808,42.7,27.3,BEPA,13,13.7,4,13.6,,13.6,,13.6,7,Down
8,809,40.2,30.7,PCRU,10,22.1,3,22.6,,,,23.95,6,
8,810,41.5,33.3,PCRU,16,23.9,3,23.9,,23.9,,23.9,7,Down
8,811,41.2,33.9,ACRU,14,23.6,3,24,,,,25.1,3,
8,812,44.3,36.4,ACRU,14,11.5,3,12,,,,12.1,3,
8,813,44.3,36.6,ACRU,16,20.8,2,22.7,,,,24.8,2,
8,814,43.7,38.5,PCRU,16,19.8,3,20.4,,,,20.9,3,
8,815,43.4,38.9,TSCA,9,10.1,4,11.5,,,,13.5,4,
8,816,44.4,39.8,PCRU,11,11,4,11,,11,,11,7,Down
8,817,42.8,41.8,TSCA,10,9.3,4,10,,,,11.35,4,
8,818,42.5,42.2,PIST,25,50.8,1,57.5,,,,64,1,"FoACRUerly #818, Now #1740"
8,819,41.9,41.3,PCRU,8,7.8,4,7.5,,,,7,7,Standing
8,820,41.5,41.3,TSCA,3,3.3,5,3.7,,,,3.7,5,
8,821,40.6,41.4,TSCA,4,3.9,5,3.9,,,,3.95,7,Standing
8,822,40.4,41.2,TSCA,12,14.8,4,16.1,,,,18.05,4,
8,823,40.7,40.6,PIST,21,47.8,1,56.4,,,,65.15,1,
8,824,42.7,42.6,ABBA,5,4.1,5,4.1,,4.1,,4.1,7,Down
8,825,42.5,42.9,PCRU,9,14.4,4,15,,,,15.75,4,
8,826,40.3,46.7,PCRU,11,15.5,4,16.4,,,,17.2,3,
8,827,40.4,47,PCRU,4,4,5,4,,,,3.35,7,Down
8,828,41.2,49.9,PCRU,12,20.2,3,23.6,,,,27.4,2,
8,829,36.3,26.1,PCRU,16,20.5,2,23.5,,,,26.4,6,
8,830,36.8,26.4,TSCA,16,22.2,2,24.3,,,,27.5,2,
8,831,39.3,26.1,ABBA,16,14.7,7,14.7,,14.7,,14.7,7,Down
8,832,37.5,26.9,ACRU,14,9.5,3,9.5,,,,9.9,7,Standing
8,833,37.4,26.9,ACRU,6,4.2,5,4.4,,,,4.4,5,
8,834,37.2,28.3,TSCA,13,12.8,3,14,,,,15.45,3,
8,835,36.8,29.1,PCRU,16,22.1,2,24.4,,,,26.95,6,
8,836,37.2,30,TSCA,14,14.9,3,20.3,,,,24.05,2,
8,837,36,32,PCRU,0,12,7,12,,12,,12,7,Down
8,838,36.5,32.3,PCRU,0,9.5,7,9.5,,9.5,,9.5,7,Down
8,840,36.5,33.5,ACRU,7,3.8,5,4.6,,,,5.05,4,
8,841,36.5,33.6,ACRU,9,5.1,5,6.4,,,,7.6,4,
8,842,36.9,34,ACRU,9,4.7,5,6,,,,7.4,4,
8,843,36.4,34,ACRU,4,3.4,5,4,,,,4.8,4,
8,844,36.2,37.2,BEAL,9,4.9,4,5.4,,,,5.4,4,Changed from BEPA to BEAL 
8,845,36,37.2,BEAL,9,4.8,4,5.5,,,,6.1,4,Changed from BEPA to BEAL 
8,846,36,37.3,PCRU,0,6,7,6,,,,6,7,Down
8,847,36.1,37.4,BEAL,10,9.5,4,10.2,,,,10.6,4,Changed from BEPA to BEAL 
8,848,35.7,38.5,PCRU,12,10.8,4,13,,,,15.7,4,
8,849,39.1,38.6,TSCA,0,0,7,0,7,0,7,0,7,Down
8,850,39.1,36.2,ACRU,16,15.7,2,16.8,,,,18.35,3,
8,851,38.9,39.2,TSCA,5,4.9,5,6,,,,7.5,4,
8,852,38.7,39.9,TSCA,4,4.5,5,4.9,,4.9,,4.9,5,Double Tagged (#852 and #853)
8,,38.2,40.8,ABBA,9,8.7,4,8.7,,,,8.7,7,"Down, Tagged #854"
8,854,35.9,40.7,TSCA,6,8.2,5,9,,9,,13.3,4,Tagged #855
8,855,36.3,42.2,PCRU,20,31.5,2,34.5,,,,32.55,7,"Down, Tagged #856"
8,856,37.3,42.5,PCRU,20,28.7,2,33,,,,30.1,6,Tagged #857
8,857,39.3,42.2,TSCA,8,8.4,5,10.5,,,,10.3,4,Tagged #858
8,858,39.9,44.5,ABBA,17,15,3,15.8,,,,15.55,7,"Down, Tagged #859"
8,859,38.6,44.9,TSCA,12,16.8,4,19.5,,,,20.95,3,Tagged #860
8,860,36.5,46,PIST,20,28,2,30.2,,,,40.65,2,Tagged #861
8,862,31.2,25.5,TSCA,5,5.2,5,6.9,,,,7.55,4,
8,863,32.3,28.6,ABBA,13,10.4,3,10.2,,,,10.2,7,Down
8,864,33.5,27.5,TSCA,13,14,3,16.3,,,,19.25,2,
8,865,33,29.6,PCRU,13,14.1,3,14.9,,,,16.55,6,
8,866,34.1,30.1,ABBA,0,13.5,7,13.5,,,,13.5,7,Down
8,867,34.5,30.4,ABBA,0,9.1,7,9.1,,,,9.1,7,Down
8,868,36.9,30.7,TSCA,12,20.2,3,20.2,,,,28,3,Down
8,869,37.5,31.3,ACRU,5,3.4,5,4.4,,,,5.55,4,
8,871,37.4,31.4,ACRU,6,3.9,5,4.9,,,,5.95,4,
8,872,37.8,31.9,ACRU,6,3.1,5,4.5,,,,7.5,4,
8,873,37.2,31.8,ACRU,6,3.8,5,5.2,,,,6.6,4,
8,874,37,32.1,PCRU,0,21.4,7,21.4,,,,21.4,7,Down
8,875,33.6,41.2,PCRU,13,17.3,3,18.6,,,,19.05,6,
8,876,33.2,41.2,PCRU,12,13.1,3,14,,,,13.95,6,
8,877,38,41.1,PCRU,12,15.2,3,17,,,,16.6,6,
8,878,34.9,41.4,TSCA,10,10,6,11.8,,,,12.7,4,Changed from PCRU to TSCA
8,879,32.5,43,THOC,0,5.9,7,5.9,,,,5.9,7,Standing
8,880,32,43.2,PCRU,14,17.1,3,19.6,,,,21.55,6,
8,881,32.6,43.5,PCRU,15,16.1,3,19,,,,21,3,
8,882,30.2,44.2,TSCA,10,11.5,4,13.8,,,,16,3,
8,883,30.3,46.2,ABBA,0,26.4,7,26.4,,,,26.4,7,Down
8,884,26.6,25.1,TSCA,11,9.4,4,9.7,,,,9.8,4,
8,885,25.5,26.3,TSCA,12,13.2,4,14.2,,,,15.6,4,
8,886,25.8,27.2,TSCA,6,6.9,5,6.5,,,,5.95,7,Standing
8,887,28.3,26.4,TSCA,12,10.5,4,12.9,,,,15.5,3,
8,888,29.5,25.1,TSCA,11,13.1,4,15,,,,17,3,
8,889,25.2,28.2,ACRU,10,4.2,5,5.8,,,,5.15,4,
8,890,25.1,31.7,TSCA,13,14.2,2,15.7,,,,18,3,
8,891,26.1,31.7,ACRU,0,12.6,7,12.6,,,,12.6,7,Down
8,892,27.6,31.4,PCRU,13,19.1,2,22,,,,26.1,2,
8,893,25.2,37.8,ACRU,15,18,2,19.4,,,,20.5,3,
8,894,25.3,37.7,ACRU,7,4,5,4.8,,,,4.95,4,
8,895,25.3,37.7,ACRU,7,3.6,5,4.6,,,,4.95,4,
8,896,25.1,42.4,TSCA,6,10,5,12.2,,,,16.1,4,
8,897,28.5,43,THOC,12,26.5,3,30.1,,,,30.3,3,
8,898,29,46.6,THOC,10,12.8,4,15,,,,16.9,3,
8,899,28.4,46.4,ABBA,0,17,7,17,,,,17,7,Down
8,900,26.4,47.4,PCRU,17,27.2,2,30.3,,,,33,2,
8,901,27.1,49,PCRU,16,18,2,19.4,,,,21.2,2,
8,9088,37.8,25,TSCA,11,16.7,3,18.2,19.2,3,,21.3,3,
8,9107,42.2,25,TSCA,10,6.3,5,7.5,8.1,5,,8.95,4,
8,1725,28.9,47.5,TSCA,-99,0,0,0,0,0,0,4,5,New Tree
8,1726,29.6,32.6,ABBA,-99,0,0,0,0,0,0,4.7,5,New Tree
8,1727,27.5,33.6,ABBA,-99,0,0,0,0,0,0,4.6,5,New Tree
8,1728,26.9,34.3,ABBA,-99,0,0,0,0,0,0,4.1,5,New Tree
8,1729,27.1,37.4,ABBA,-99,0,0,0,0,0,0,4,5,New Tree
8,1730,31.8,32,ABBA,-99,0,0,0,0,0,0,5.7,4,New Tree
8,1731,34.7,31.2,ABBA,-99,0,0,0,0,0,0,4,5,New Tree
8,1732,38.9,32.2,TSCA,-99,0,0,0,0,0,0,4.8,5,New Tree
8,1733,40,34.7,ABBA,-99,0,0,0,0,0,0,4,5,New Tree
8,1734,41,35.8,TSCA,-99,0,0,0,0,0,0,5.8,5,New Tree
8,1735,42.7,34.9,TSCA,-99,0,0,0,0,0,0,4.6,5,New Tree
8,1736,44,34.4,TSCA,-99,0,0,0,0,0,0,5.2,5,New Tree
8,1737,45.7,28.1,TSCA,-99,0,0,0,0,0,0,5.6,4,New Tree
8,1738,48.1,33.7,TSCA,-99,0,0,0,0,0,0,4,5,New Tree
8,1739,47.5,34.8,TSCA,-99,0,0,0,0,0,0,5,5,New Tree
9,707,70.8,25.5,THOC,2,18.3,7,18.3,,,,17.3,7,standing dead
9,708,73.9,27.6,PCRU,17,29.1,2,32.3,,,,36.9,2,
9,709,74.8,29.4,PCRU,12,19.4,3,22.6,,,,,,
9,710,73.7,29.5,ACRU,6,6.2,5,7.2,,,,,7,down/no tag
9,711,73.2,29.3,TSCA,5,6.4,5,8,,,,10.8,5,
9,712,74.7,29.2,THOC,7,8.4,5,9,,,,11.5,4,
9,713,73.1,30.8,ABBA,10,15.3,3,15.3,,,,,7,down/no tag
9,714,71.3,38,PCRU,18,29.3,2,30.7,,,,32.4,2,
9,715,73,40.2,PCRU,18,34.3,2,36.5,,,,40.2,2,
9,716,74.5,40.7,PCRU,14,21,3,21.5,,,,22.2,3,missing tag
9,717,66.5,30.9,ACRU,5,4.3,5,4.8,,,,5.2,5,
9,718,66.8,31,ACRU,5,4.3,5,5,,,,6.1,5,
9,719,66.5,31.1,ACRU,5,3.5,5,3.9,,,,4.8,5,
9,720,65.9,33.9,TSCA,8,18.3,4,20,,,,23.4,4,
9,721,65.7,38.9,PCRU,14,19.9,2,21.1,,,,22.8,2,
9,722,66.3,37.3,PCRU,16,27.7,2,29.5,,,,33.4,2,
9,723,68,38.2,TSCA,8,12.9,4,14.5,,,,17.3,4,
9,724,69.8,39.1,PCRU,18,28.8,2,32,,,,37,2,
9,725,68.7,40,TSCA,13,22.4,3,23.1,,,,25.7,3,
9,726,66.8,43.4,TSCA,16,23.1,2,24.5,,,,27.6,2,
9,727,65.2,43.8,TSCA,7,13.1,5,14,,,,17,4,
9,728,66,45.5,PCRU,19,28.9,1,29.2,,,,30.6,2,
9,729,68.2,43.7,TSCA,17,24.9,2,25.7,,,,28.7,2,
9,730,67.9,43.7,TSCA,5,6.4,5,7.2,,,,7.5,5,
9,731,67.4,45.1,TSCA,9,17,4,18.4,,,,20.5,3,
9,732,69.2,45.4,TSCA,8,16.8,4,18.8,,,,21.8,3,
9,733,67,47.9,TSCA,10,24.8,3,27,,,,31.2,3,
9,734,63.6,25.4,ACRU,8,15.1,5,15.5,,,,16.7,4,
9,735,64.4,25.2,ACRU,4,4,5,4.8,,,,4.9,5,
9,736,64.5,25.3,ACRU,4,3.6,5,4,,,,,,could not find
9,737,64.2,25.3,ACRU,4,3.4,5,3.1,,,,,,could not find
9,738,64.2,25.4,ACRU,4,3.9,5,4,,,,,,could not find
9,739,64.9,25.5,PCRU,18,21.7,1,27.9,,,,28.9,2,
9,740,61.3,30.6,PCRU,12,18.1,2,19,,,,21.9,3,
9,741,62,31.5,PCRU,10,14.5,3,15.8,,,,17.7,4,
9,742,62.5,31.5,TSCA,7,12.8,6,15.3,,,,20,3,
9,743,64,32.4,PCRU,4,10.7,5,10.7,,,,,,could not find
9,744,63.6,34.1,ACRU,12,23.3,2,24.1,,,,,7,standing dead
9,745,64.2,35.5,ACRU,11,19.3,2,21,,,,23.6,2,
9,746,64.7,36.7,ACRU,11,16.4,2,16.3,,,,16.7,4,
9,747,64,37.1,ACRU,13,20.3,2,21.8,,,,24.3,2,
9,748,63.1,40.3,ACRU,14,23.8,2,25,,,,25.8,2,
9,749,61.9,41.6,TSCA,9,15.1,4,19.5,,,,21.6,3,missing tag
9,750,63.9,42.4,TSCA,6,8,5,8.6,,,,9.5,4,
9,751,64.3,43.2,PCRU,8,26.7,2,25.5,,,,,7,down/no tag
9,752,64.8,43.9,TSCA,6,9.6,5,10.1,,,,11.2,4,
9,753,63.5,43.8,TSCA,6,10.2,5,11.1,,,,12.8,,gone
9,754,60.8,45.3,TSCA,5,7.5,5,8,,,,,,
9,755,61.6,47.1,PCRU,15,25,2,27.8,,,,31.6,2,
9,756,60.5,47.8,TSCA,6,9.1,5,11.6,,,,16.3,4,
9,757,59.4,33.3,PCRU,16,29.2,2,29.2,,,,,7,down and dead
9,758,58.6,35.3,PCRU,15,27,2,27.8,,,,30.5,2,no tag
9,759,59,40.5,TSCA,16,27.3,2,28,,,,32.1,2,
9,760,58.2,40.3,PCRU,8,15.5,6,16,,,,16.4,4,
9,761,57.1,40.5,TSCA,10,39.3,2,39.3,,,,,7,down/no tag
9,762,59.3,42.3,TSCA,14,32.5,3,33.9,,,,37.4,2,
9,763,58.1,43,ACRU,12,22,3,23.8,,,,26.6,3,
9,764,57.3,44,PCRU,13,15.7,6,15.7,,,,9,4,hemlock
9,765,56.9,43.8,TSCA,12,15.3,6,17.7,,,,21.8,7,standing dead
9,766,58.8,45.9,TSCA,3,33.4,5,4.1,,,,5.3,5,
9,767,57.5,46.5,TSCA,5,8.2,5,10.8,,,,16.1,4,
9,768,57.3,48.5,PCRU,14,33.8,2,33.8,,,,,7,down/no tag
9,769,59,47.9,TSCA,13,18.4,6,19.7,,,,,7,down/no tag
9,770,53.2,25.2,TSCA,4,9.1,5,9.1,,,,,,gone
9,771,51.7,26.7,PCRU,12,19.8,6,20.7,,,,22.4,4,
9,772,51.4,27,PIST,16,36.5,1,42,,,,51.6,1,
9,773,50.2,27.4,TSCA,7,13.7,5,15.5,,,,17.6,4,
9,774,50.6,27.6,TSCA,5,6.6,5,7.8,,,,9.5,5,
9,775,51.2,28,PCRU,9,13.4,4,14,,,,14.4,4,
9,776,50.5,36.8,ACRU,10,19.5,2,20.5,,,,23.4,3,missing tag
9,777,50.6,36.7,ACRU,4,3.5,5,3.8,,,,,7,standing dead
9,778,50.2,36.6,ACRU,4,3.3,5,3.6,,,,,,gone
9,779,50.6,36.4,ACRU,4,3.5,5,3.1,,,,,,gone
9,780,52.7,40.6,TSCA,4,6.2,5,8.8,,,,12.2,4,
9,781,52,40.8,PCRU,12,17.1,2,18.3,,,,19.9,3,
9,782,52.5,42.3,PCRU,14,21,2,23.5,,,,24.1,2,
9,783,52.5,44,PCRU,7,8.4,6,8.1,,,,8.4,6,missing tag
9,784,52.3,44.2,TSCA,11,16,3,18.1,,,,21.3,3,
9,785,50.3,45.4,PCRU,9,11.7,6,12,,,,12.3,4,
9,786,53.8,46.4,PCRU,12,20.4,2,21.5,,,,22.5,3,
9,787,53.3,46.6,PCRU,12,20.8,2,23.2,,,,26.5,2,
9,788,52.2,46.5,TSCA,10,8.8,6,10,,,,11.9,4,
9,789,50.3,47.8,PCRU,13,19.5,2,20.9,,,,22.2,2,
9,790,50.2,49.7,TSCA,8,13.9,4,14.5,,,,16.5,4,
9,791,53.8,49.4,PCRU,9,12,4,12,,,,,,
9,839,66.9,32.7,ACRU,17,17.5,2,17.5,,,,,,
9,9141,51.7,25,PCRU,6,8.2,5,9,,,,9.2,7,dead and down/no tag
9,9162,63.1,25,PCRU,15,28.1,2,30.8,,,,33.4,2,
9,9163,64.2,25.4,ACRU,13,18,2,20.1,,,,22.8,3,
10,598,98.9,25.1,TSCA,11,11.6,3,12.4,,,,12.9,4,
10,599,99.5,26.3,TSCA,12,15,3,15.9,,,,17.2,4,
10,600,98.1,26.7,ACRU,14,28.7,2,29.9,,,,30.3,3,
10,601,96.9,27.3,THOC,8,9.4,5,9.7,,,,9.4,5,
10,602,96.5,27,ACRU,14,16,2,14.6,,,,16.1,3,
10,603,96.4,25.5,TSCA,14,28.3,2,29.7,,,,32.1,2,
10,604,98.8,28.4,THOC,6,5.6,5,5.6,,,,,7,dead and down
10,605,98.4,29.3,TSCA,6,7.5,5,7.9,,,,8,5,
10,606,97,29.7,TSCA,11,15.6,3,17.4,,,,19.6,4,
10,607,95.1,33.8,ACRU,9,10,6,9.9,,,,,7,gone
10,608,96,34.5,TSCA,13,25.8,2,26.7,,,,28.6,2,
10,609,98.2,32.4,PCRU,14,24.9,2,27.3,,,,28.1,2,
10,610,96.1,39.1,TSCA,16,30,2,31.6,,,,33.2,2,
10,611,96.8,40.2,TSCA,14,31.5,2,33,,,,34.6,2,
10,612,98.2,38.1,TSCA,4,4.9,5,5.8,,,,6.9,5,
10,613,98.5,39.8,PCRU,9,16.7,4,16.7,,,,17.7,4,
10,614,99.8,40.1,ACRU,14,24.8,2,26.3,,,,26.5,3,
10,615,97.1,42.4,THOC,9,13.1,4,14.7,,,,16.4,4,
10,616,97,43.9,PCRU,11,16.5,3,16.7,,,,16.3,4,
10,617,97,45.4,ACRU,10,22.5,3,24.2,,,,23.5,3,
10,618,98,46.1,PCRU,14,24,2,27.5,,,,30.6,2,
10,619,98.1,45,TSCA,15,32.2,2,32.8,,,,34.6,2,
10,620,96.5,49.4,ABBA,4,4.5,5,7,,,,8.5,5,
10,621,92.7,25.3,TSCA,12,15.9,3,16.7,,,,16.9,4,
10,622,93.2,26.8,PCRU,13,24.2,3,26.6,,,,29.8,2,
10,623,91.1,27.4,TSCA,11,12.2,3,13.1,,,,13.8,4,
10,624,91.1,27.8,TSCA,5,4.3,5,4.6,,,,5,5,
10,625,91.3,27.8,TSCA,11,15.7,3,16.7,,,,17.9,4,
10,626,90.3,28.4,ABBA,0,11.3,7,11.3,,,,,7,standing dead
10,627,90.7,29.5,TSCA,11,15.2,3,17.5,,,,20.4,3,
10,628,91.4,30.2,ACRU,6,10.2,7,10.2,,,,,7,gone
10,629,91.4,31.5,ACRU,10,12.6,3,12.9,,,,,7,gone
10,630,90.9,32.1,ACRU,14,14.7,3,16.1,,,,16.8,4,
10,631,91.7,32,PCRU,10,19,4,20.2,,,,20.8,4,
10,632,91.1,33.6,PCRU,4,3.7,5,3.7,,,,,7,standing dead
10,633,92.1,33.4,PCRU,6,8,5,9.1,,,,10.4,5,
10,634,93.1,29.5,ACRU,14,14,3,14.8,,,,14.1,7,standing dead
10,635,94.9,33.7,ACRU,15,17.2,2,18.2,,,,18.3,4,
10,636,94.7,35.6,TSCA,4,5.4,5,6.4,,,,7,5,
10,637,91.9,35,PCRU,4,4.7,5,4.7,,,,,7,gone
10,638,91.1,35,PCRU,12,14.5,3,16.8,,,,18.7,3,
10,639,93.4,37.3,ACRU,0,7.3,7,7.3,,,,,7,
10,640,93.4,38,TSCA,15,22.7,2,24.8,,,,28.6,2,
10,641,91.6,40.9,PCRU,15,19.8,2,20.3,,,,20.5,3,
