plot,Tree_Num,Loc_X,Loc_Y,spp,ht,DBH1989,Cnpy1989,DBH1998,Cnpy1998,DBH2002,Cnpy2002,DBH2010,Cnpy2010,Notes
31,5168,8.5,137,ACRU,10,10,2,-99,,,,10.45,6,
31,5169,9.9,132.3,PCRU,9,10.5,4,-99,,,,11.6,6,
31,5170,8.8,132.3,PCRU,5,5.1,5,-99,,,,6.3,6,
31,5171,8.5,137.4,ACRU,11,11.3,2,-99,,,,13.2,3,"FoACRUerly #5171, Now #1588"
31,5172,7,137.1,PCRU,10,13.1,2,-99,,,,17,2,
31,5173,5.1,139.4,ACRU,9,7.5,3,-99,,,,9.65,3,
31,5174,6.1,141.5,PCRU,13,16,2,-99,,,,18.7,2,
31,5175,7.2,141.3,THOC,15,25.2,7,-99,,,,25.2,7,Standing
31,5176,7.2,141.2,ABBA,3,4,5,-99,,,,5.6,5,
31,5177,6.6,142.8,PCRU,4,4.7,5,-99,,,,7.2,4,
31,5178,5.2,145.6,PCRU,6,7,4,-99,,,,7,7,Down
31,5179,6.7,145.7,PCRU,12,16,7,-99,,,,16,7,Down
31,5180,7.5,145.6,THOC,0,12.5,3,-99,,,,16.6,3,
31,5181,7.8,145.1,PCRU,5,5.3,5,-99,,,,8,4,
31,5182,9.4,146.8,PCRU,0,10,7,-99,,,,10,7,Down
31,5183,8.9,147,PCRU,0,12,7,-99,,,,12,7,Down
31,5184,9.5,148.9,ABBA,4,4.2,5,-99,,,,5.9,6,
31,5185,8.2,148,PCRU,4,4.2,5,-99,,,,4.95,6,
31,5186,8.3,149,ABBA,3,3.7,5,-99,,,,4.55,6,
31,5187,7.8,148.9,PCRU,6,7.8,4,-99,,,,11.05,6,
31,5188,6.6,147.9,PCRU,6,6.5,4,-99,,,,8.55,4,
31,5189,6.5,148,PIST,10,13.8,2,-99,,,,23.55,2,
31,5190,6.7,149.7,THOC,7,13.2,6,-99,,,,13.95,6,
31,5191,1.2,125.6,PCRU,10,10.2,2,-99,,,,10.4,3,
31,5192,1.3,125,PCRU,12,14.7,2,-99,,,,17.2,2,
31,5193,2.6,125.9,PCRU,4,4.3,5,-99,,,,4.3,7,Down
31,5194,3,125.6,PCRU,15,20.1,2,-99,,,,21.8,2,
31,5195,1.7,126.9,THOC,0,18.9,7,-99,,,,18.9,7,Standing
31,5196,2.3,128.2,PCRU,5,7.7,5,-99,,,,9.9,4,
31,5197,1.7,132,PCRU,11,16,2,-99,,,,15.9,6,
31,5198,3.6,132.2,PCRU,11,11.6,2,-99,,,,15.2,2,
31,5199,3.2,132.3,PCRU,0,4.9,7,-99,,,,4.9,7,Standing
31,5200,3.1,132.4,PCRU,5,5.2,5,-99,,,,5.5,7,Standing
31,5201,2.4,134.5,THOC,4,6,5,-99,,,,6,7,Down
31,5202,4.3,134.7,PCRU,8,11,4,-99,,,,13.8,3,
31,5203,4.7,135.4,PCRU,0,9.1,7,-99,,,,9.1,7,Standing
31,5204,4.2,135.7,ACRU,12,16.8,2,-99,,,,20.9,2,
31,5205,4.7,136.2,PCRU,6,7.3,4,-99,,,,7.7,4,
31,5206,4.6,136.8,PCRU,13,18.7,2,-99,,,,18.7,7,Down
31,5207,4.8,139.4,ACRU,5,5.2,6,-99,,,,7.4,4,
31,5208,4.4,141.6,PCRU,7,8.2,3,-99,,,,13.5,3,
31,5209,0.8,141.1,PCRU,15,12.3,2,-99,,,,19.4,2,
31,5210,0.3,142,PCRU,10,11.9,3,-99,,,,15.2,3,
31,5211,1.9,143.7,PCRU,5,6.5,6,-99,,,,8.9,4,
31,5212,4,146.9,PCRU,4,4.5,5,-99,,,,9.45,4,
31,5213,2.3,148.5,THOC,7,21,6,-99,,,,21.25,6,
31,5214,2.2,147.9,PCRU,6,9.5,6,-99,,,,9.2,7,Standing
31,5215,0.4,148.4,PCRU,16,19.4,2,-99,,,,18.95,2,
31,5216,0.7,148.3,PCRU,8,7.1,3,-99,,,,8.5,3,
31,5217,1.3,149.1,PCRU,7,7.5,4,-99,,,,11.5,3,
31,5218,0.2,146.9,PCRU,7,7,4,-99,,,,8.2,4,
31,1584,4.4,134.6,PCRU,-99,0,0,0,0,0,0,4.25,5,New Tree
31,1585,4.1,135.8,ACRU,-99,0,0,0,0,0,0,4.2,5,New Tree
31,1586,6.2,129.1,ABBA,-99,0,0,0,0,0,0,4.25,5,New Tree
31,1587,8.5,137.2,ACRU,-99,0,0,0,0,0,0,4.55,5,New Tree
31,1590,7.7,149.5,PCRU,-99,0,0,0,0,0,0,4.55,5,New Tree
31,1591,13.4,137.4,PCRU,-99,0,0,0,0,0,0,5.3,5,New Tree
31,1592,17.4,147.2,ABBA,-99,0,0,0,0,0,0,5.35,5,New Tree
31,1593,17.9,147.6,ACRU,-99,0,0,0,0,0,0,5.45,5,New Tree
31,1594,18.2,145.7,ABBA,-99,0,0,0,0,0,0,4.95,5,New Tree
31,1595,23.8,146.9,ABBA,-99,0,0,0,0,0,0,4.1,5,New Tree
31,1596,20.2,131.1,PCRU,-99,0,0,0,0,0,0,4.95,5,New Tree
32,4819,49.3,127.2,PCRU,18,25.1,2,-99,,,,27.7,2,
32,4820,48.3,128.2,TSCA,6,8.1,5,-99,,,,8.3,4,"FoACRUerly #4820, Now #1677"
32,4821,45.1,125,THOC,7,9,6,-99,,,,9.4,4,
32,4822,45.6,126.8,PCRU,7,9.1,4,-99,,,,9.45,6,
32,4823,48.6,131.4,TSCA,6,7.3,5,-99,,,,7.5,4,
32,4824,47.8,132,THOC,10,28.5,3,-99,,,,30.7,3,
32,4825,47.4,132,TSCA,7,15.4,6,-99,,,,16.05,3,
32,4826,45,134.8,PCRU,2,3.2,5,-99,,,,4.1,6,
32,4827,46.5,135.3,THOC,3,3.9,7,-99,,,,3.9,7,Down
32,4828,46.8,135.3,PCRU,6,8.1,5,-99,,,,10.9,4,
32,4829,47.9,135,THOC,6,10.7,6,-99,,,,11.7,6,
32,4830,48.4,134.2,TSCA,18,37.7,2,-99,,,,41.1,2,
32,4831,49.2,136.2,THOC,8,13,4,-99,,,,15.55,4,
32,4832,45.4,138.2,THOC,4,5.1,6,-99,,,,4.75,7,Down
32,4833,45,139,THOC,5,6,6,-99,,,,5,7,Down
32,4834,45.9,139.4,ABBA,2,3.1,5,-99,,,,3.8,6,
32,4835,46,139.5,TSCA,3,5.2,5,-99,,,,7,4,
32,4836,46.3,141,PCRU,5,7.8,5,-99,,,,6.75,7,Standing
32,4837,45.8,141.5,ABBA,4,3.7,5,-99,,,,5.5,6,
32,4838,49.7,139,TSCA,6,15.6,6,-99,,,,15.7,6,"FoACRUerly #4838, Now #1676"
32,4839,49.3,141.6,PCRU,19,31.3,2,-99,,,,32.6,6,"FoACRUerly #4839, Now #1675"
32,4840,48.2,141.6,PCRU,7,12.6,6,-99,,,,12.4,6,"FoACRUerly #4840, Now #1674"
32,4841,49.5,142.7,THOC,7,10.3,6,-99,,,,11.6,4,
32,4842,48.4,143,THOC,6,9.8,6,-99,,,,11.65,4,
32,4843,49.9,143.5,TSCA,4,6.1,5,-99,,,,6.65,4,
32,4844,47.6,143.4,THOC,5,6.8,5,-99,,,,8,4,
32,4845,46.5,143.7,TSCA,3,3.7,5,-99,,,,4.6,5,
32,4846,45.6,143.9,THOC,4,7,5,-99,,,,6.2,7,Down
32,4847,45.4,144.4,PCRU,4,4.9,5,-99,,,,4.3,7,Down
32,4848,45.7,144.7,THOC,3,3.2,5,-99,,,,3.1,7,Down
32,4849,46.5,144.8,THOC,5,6.5,5,-99,,,,6.9,7,Down
32,4850,46.4,145.2,ACRU,12,27.9,2,-99,,,,28.6,2,"FoACRUerly #4850, Now #1672"
32,4851,49,144.9,THOC,5,7.8,7,-99,,,,7.8,7,Standing
32,4852,47.9,145.2,ACRU,8,11.8,4,-99,,,,12.9,4,"FoACRUerly #4852, Now #1673"
32,4853,49.5,146.3,PCRU,10,21.9,7,-99,,,,21.9,7,Standing
32,4854,47,146.6,THOC,8,12.4,5,-99,,,,14.2,4,
32,4855,47,146.9,THOC,5,8.7,6,-99,,,,10,4,
32,4856,46.4,148.4,THOC,3,4.5,6,-99,,,,4.1,7,Down
32,4857,47.4,147.6,THOC,3,6.6,6,-99,,,,6.1,7,Down
32,4858,49.3,148.5,TSCA,5,5,6,-99,,,,5.05,7,Down
32,4859,44,125.4,PCRU,22,29.4,1,-99,,,,31.5,1,
32,4860,43.8,126.6,PCRU,3,3.2,7,-99,,,,3.2,7,Down
32,4861,42.4,126.3,PCRU,3,4,7,-99,,,,4,7,Down
32,4862,41.6,127.4,ABBA,7,7.5,4,-99,,,,7.2,7,Standing
32,4863,41.2,128.6,THOC,5,7.3,6,-99,,,,6.8,6,
32,4864,41.4,129.3,PCRU,6,7.2,6,-99,,,,7,7,Standing
32,4865,42.7,129.3,TSCA,10,19.2,2,-99,,,,21.2,2,"FoACRUerly #4865, Now#1671"
32,4866,43.3,128.6,PCRU,4,5.4,7,-99,,,,5.4,7,Standing
32,4867,42.9,128.4,THOC,10,23.4,2,-99,,,,25.5,2,
32,4868,43.3,129,PCRU,9,12.9,3,-99,,,,18.45,2,
32,4869,40.5,130.9,ABBA,7,6,4,-99,,,,8.4,6,
32,4870,40.9,130.8,ABBA,3,3.3,5,-99,,,,3.1,7,Standing
32,4871,42.1,132.2,THOC,8,11.2,4,-99,,,,13.3,3,
32,4872,40.4,133.6,ABBA,7,10.9,7,-99,,,,10.9,7,Down
32,4873,40.4,133.9,PCRU,3,4.4,5,-99,,,,4.8,7,Standing
32,4874,42.7,133.5,THOC,5,10.2,5,-99,,,,10.85,7,Standing
32,4875,43.4,133.7,TSCA,9,12.9,4,-99,,,,16.8,3,
32,4876,42.3,134.9,THOC,3,6.5,6,-99,,,,6.5,7,Down
32,4877,41.4,135.2,ABBA,5,8.5,7,-99,,,,8.5,7,Down
32,4878,43.2,135.9,THOC,6,7.1,6,-99,,,,8,7,Down
32,4879,42.3,137,ABBA,6,7.2,5,-99,,,,7.2,7,Down
32,4880,43.8,137.7,ABBA,7,12.1,7,-99,,,,12.1,7,Down
32,4881,43.4,139.3,PCRU,12,22.3,2,-99,,,,24,2,
32,4882,44.5,140.2,THOC,3,5.4,7,-99,,,,5.4,7,Down
32,4883,43.1,139.6,ABBA,4,4.1,5,-99,,,,6.3,4,
32,4884,43.2,140.5,PCRU,7,11,7,-99,,,,11,7,Down
32,4885,41.1,140.1,TSCA,5,14.3,6,-99,,,,14.3,7,Down
32,4886,40.7,141.1,ACRU,11,13.8,2,-99,,,,18.4,2,"FoACRUerly #4887, Now #1669"
32,4887,40.5,141.4,TSCA,3,5,7,-99,,,,5,7,Standing
32,4888,40.4,141.4,TSCA,3,4.5,7,-99,,,,4.5,7,Standing
32,4889,40.9,142,THOC,7,17.8,4,-99,,,,20,4,
32,4890,41.7,141.4,ABBA,4,6.6,7,-99,,,,6.6,7,Standing
32,4891,43.7,142.3,ABBA,7,9.8,7,-99,,,,9.8,7,Down
32,4892,43.8,144.3,ABBA,4,3.7,5,-99,,,,3.7,7,Down
32,4893,42.8,143.9,ABBA,2,3.7,5,-99,,,,4.9,6,
32,4894,40.6,144,PCRU,10,12.2,2,-99,,,,14.35,6,
32,4895,41.2,146.1,THOC,3,8.8,7,-99,,,,8.8,7,Down
32,4896,41.5,146.9,ABBA,4,4,5,-99,,,,7,4,
32,4897,42.6,146.4,TSCA,4,6.6,5,-99,,,,7.9,5,
32,4898,44.7,146.6,ABBA,8,10.5,7,-99,,,,10.5,7,Down
32,4899,44.9,148.3,TSCA,7,12.8,4,-99,,,,14.35,4,
32,4900,42.7,148,ABBA,2,4.6,7,-99,,,,4.6,7,Down
32,4901,43.5,149.3,PCRU,18,31.9,2,-99,,,,31.75,2,
32,4902,41.4,147.5,ACRU,7,8.2,4,-99,,,,10.8,3,"FoACRUerly #4902, Now #1670"
32,4903,42.2,148.7,PCRU,8,13.9,4,-99,,,,16.7,3,
32,4904,42.5,148.7,THOC,2,5,7,-99,,,,5,7,Down
32,4905,43.4,149.8,THOC,1,9.2,7,-99,,,,9.2,7,Down
32,4906,38.7,125.6,TSCA,6,11,6,-99,,,,12.9,4,
32,4907,38.9,126.1,TSCA,8,13.5,4,-99,,,,16.25,3,
32,4908,35.9,127.1,TSCA,5,4.6,5,-99,,,,5.5,5,
32,4909,36.8,127.3,THOC,12,29.5,2,-99,,,,32,2,
32,4910,35.7,128.7,PCRU,2,5,5,-99,,,,5.3,7,Standing
32,4911,35.7,129.4,ABBA,3,4,5,-99,,,,4.4,6,
32,4912,36.1,130.2,ABBA,8,9,4,-99,,,,11,4,
32,4913,39,128.5,ABBA,5,12.3,7,-99,,,,12.3,7,Down
32,4914,39.2,129.7,PCRU,8,12.3,4,-99,,,,18.5,3,
32,4915,39.4,131.7,PCRU,4,5,5,-99,,,,4.9,7,Standing
32,4916,36.6,131.6,PCRU,3,5.7,7,-99,,,,5.7,7,Down
32,4917,37.1,134.2,PCRU,14,14.8,2,-99,,,,18.1,2,
32,4918,36.3,135.1,ABBA,7,7.4,7,-99,,,,7.4,7,Down
32,4919,36,135.5,TSCA,6,5.7,5,-99,,,,8.65,4,
32,4920,35.8,136.7,PCRU,5,6,5,-99,,,,8.1,4,
32,4921,35.8,136.8,PCRU,4,5.2,7,-99,,,,5.2,7,Standing
32,4922,35.6,138,ABBA,3,10.7,7,-99,,,,14.9,7,Standing
32,4923,36.9,136.8,THOC,6,14.9,2,-99,,,,13.8,7,Down
32,4924,37.1,136.9,PIST,12,20,2,-99,,,,30.2,2,
32,4925,39.8,133.9,ABBA,8,6.8,7,-99,,,,6.8,7,Standing
32,4926,36.2,134.8,PCRU,7,7,4,-99,,,,10.75,4,
32,4927,38.1,134.5,ABBA,5,11.2,7,-99,,,,11.2,7,Down
32,4928,38.6,135.4,ABBA,5,5.2,5,-99,,,,5.95,6,
32,4929,38.8,135.8,PCRU,5,5,5,-99,,,,5.35,7,Standing
32,4930,38.8,136.4,TSCA,3,3.1,5,-99,,,,4.2,5,
32,4931,38.7,136.6,ACRU,12,14.8,2,-99,,,,18.3,2,
32,4932,38.9,136.9,ACRU,6,8.2,7,-99,,,,8.2,7,Down
32,4933,38.2,136.7,ACRU,11,9.8,2,-99,,,,11.85,2,"FoACRUerly #4933, Now #1667"
32,4934,37.7,137,ABBA,7,9.6,7,-99,,,,9.6,7,Standing
32,4935,37.7,137.3,PCRU,10,10.8,2,-99,,,,14.6,2,
32,4936,38.2,137.4,THOC,10,22.3,7,-99,,,,22.8,6,Alive
32,4937,39.1,137.3,THOC,9,17.6,4,-99,,,,18.35,6,"FoACRUerly #4937, Now #1668"
32,4938,40,139.9,PCRU,3,4,5,-99,,,,3.6,7,Down
32,4939,39.3,140.8,PCRU,15,20.2,2,-99,,,,25,2,
32,4940,37.5,140.4,PCRU,12,14.7,2,-99,,,,15,3,
32,4941,36.4,141.1,PCRU,12,15.5,2,-99,,,,17.15,2,
32,4942,37.8,141.3,THOC,11,18.5,7,-99,,,,18.5,7,Down
32,4943,38.4,142.8,ABBA,2,4.1,5,-99,,,,4.1,7,Down
32,4944,39.3,143.5,PCRU,4,4.8,5,-99,,,,4.45,7,Standing
32,4945,37.9,142.9,ACRU,8,12.4,3,-99,,,,16.8,3,"FoACRUerly #4945, Now #1666"
32,4946,38.1,143.2,ABBA,6,9.3,7,-99,,,,9.3,7,Down
32,4947,35.1,143.5,ABBA,6,8.5,5,-99,,,,9.9,6,
32,4948,39.1,144.9,ABBA,5,10.6,7,-99,,,,10.6,7,Down
32,4949,38.4,145.3,ABBA,5,10,7,-99,,,,10,7,Down
32,4950,39.5,145.9,ABBA,5,4.8,5,-99,,,,5.7,6,
32,4951,38.9,145.9,ABBA,3,3.3,5,-99,,,,3.3,7,Down
32,4952,38.7,147.9,PCRU,8,12.2,3,-99,,,,12.55,4,
32,4953,39,149,PCRU,14,18.2,2,-99,,,,19.05,6,
32,4954,35.7,148.3,ABBA,5,4.5,5,-99,,,,5.3,7,Standing
32,4955,35.2,147.3,-99,4,4.5,5,-99,,,,4.5,7,Down
32,4956,35.9,147,-99,4,3.2,5,-99,,,,3.2,7,Down
32,4957,36.3,147,-99,3,3.7,5,-99,,,,3.7,7,Down
32,4958,30.9,125.5,PCRU,2,3.6,7,-99,,,,3.6,7,Down
32,4959,32.5,126.3,PCRU,8,13.1,7,-99,,,,13.1,7,Down
32,4960,35,125.8,THOC,9,22,2,-99,,,,23.5,2,
32,4961,34.4,126,THOC,9,23.3,2,-99,,,,24.7,3,
32,4962,34.6,127.7,ABBA,6,6.5,7,-99,,,,6.5,7,Down
32,4963,34.5,128.1,ABBA,6,8.1,7,-99,,,,8.1,7,Down
32,4964,31.4,128.3,ABBA,3,7.9,7,-99,,,,7.9,7,Down
32,4965,31.9,131.4,ABBA,2,3.4,7,-99,,,,3.4,7,Down
32,4966,32.5,131.2,THOC,2,8.1,6,-99,,,,7.3,7,Down
32,4967,32.2,131.7,ABBA,3,8.3,7,-99,,,,8.3,7,Down
32,4968,33.8,130.7,ABBA,5,6.9,5,-99,,,,9,4,
32,4969,33,131.1,ACRU,11,11.5,2,-99,,,,13.4,2,"FoACRUerly #4969, Now #1665"
32,4970,33.3,132.7,PCRU,11,22,2,-99,,,,26.8,2,
32,4971,31.9,132.1,ABBA,6,9.2,3,-99,,,,9.2,7,Down
32,4972,30.6,134.1,ABBA,3,5.1,7,-99,,,,5.1,7,Standing
32,4973,34.1,135.8,THOC,7,9.8,4,-99,,,,11.8,4,
32,4974,33.1,135.8,ABBA,5,4.5,5,-99,,,,5.05,6,
32,4975,34,137,ABBA,7,17.2,7,-99,,,,17.2,7,Standing
32,4976,32.1,137.7,THOC,3,5.3,7,-99,,,,5.3,7,Down
32,4977,31.7,139.3,ABBA,6,7.3,7,-99,,,,7.3,7,Standing
32,4978,30.8,140.2,ABBA,5,10.2,7,-99,,,,10.2,7,Down
32,4979,32.5,141.9,ABBA,3,6,7,-99,,,,6,7,Down
32,4980,34.8,143.8,THOC,6,9.8,5,-99,,,,13.8,4,
32,4981,34.3,144.2,THOC,5,9.5,5,-99,,,,13.6,4,
32,4982,32.5,144.3,PCRU,11,17.9,2,-99,,,,21.05,2,"FoACRUerly #4982, Now #1664"
32,4983,30.3,142.8,THOC,6,9.1,5,-99,,,,12.1,4,
32,4984,31.1,146.3,PCRU,14,17.4,2,-99,,,,17.2,6,"FoACRUerly #4984, Now #1663"
32,4985,31.5,147.5,ABBA,7,8.5,7,-99,,,,8.5,7,Standing
32,4986,32.2,147.9,ABBA,4,5.4,7,-99,,,,5.4,7,Standing
32,4987,31.7,148.8,ABBA,4,5,5,-99,,,,6.65,4,
32,4988,31.7,149.1,PCRU,15,21.8,2,-99,,,,24.1,2,
32,4989,28.9,125.8,ABBA,4,5.7,5,-99,,,,7.9,4,
32,4990,27.9,125.5,ABBA,4,4.3,5,-99,,,,5.3,7,Standing
32,4991,27.1,125.5,ABBA,4,7,5,-99,,,,6.2,7,Standing
32,4992,25,125.2,THOC,10,16.6,2,-99,,,,18.9,2,
32,4993,25.2,125.9,ABBA,4,5.5,7,-99,,,,5.5,7,Standing
32,4994,28,127,THOC,5,6.8,6,-99,,,,6.5,7,Down
32,4995,28.2,128.8,THOC,6,10.8,4,-99,,,,12,4,
32,4996,25.6,128.3,ABBA,3,4.5,7,-99,,,,4.5,7,Down
32,4997,26.4,129,PCRU,4,4.3,5,-99,,,,4.65,7,Standing
32,4998,26.1,129.3,THOC,9,15.4,2,-99,,,,17.05,3,
32,4999,25.1,130.6,ABBA,7,12,7,-99,,,,12,7,Down
32,5000,28.1,130,THOC,3,5,5,-99,,,,4.2,7,Down
32,5001,28,130.5,THOC,8,16.1,3,-99,,,,17,4,
32,5002,29.4,132,ABBA,3,8,7,-99,,,,8,7,Down
32,5003,26.4,131.1,THOC,8,5.2,2,-99,,,,13.6,4,
32,5004,27.3,133.1,ACRU,11,14.3,2,-99,,,,19.9,2,
32,5005,27.1,133.3,ACRU,9,10.3,2,-99,,,,11.4,3,"FoACRUerly #5005, Now #1662"
32,5006,27.3,133.6,PCRU,7,10.3,6,-99,,,,12.1,4,
32,5007,29.1,134.7,ABBA,3,8.4,7,-99,,,,8.4,7,Down
32,5008,28.8,134.7,PCRU,3,4.9,5,-99,,,,6.3,6,
32,5009,29.1,136.3,ABBA,7,7.9,7,-99,,,,7.9,7,Standing
32,5010,26.8,137.7,PCRU,15,28.1,1,-99,,,,32.45,1,
32,5011,25.8,139.3,THOC,13,39.3,2,-99,,,,30.5,3,
32,5012,28,138.8,PCRU,12,15.6,2,-99,,,,17,2,
32,5013,29.2,140.3,THOC,7,13.4,4,-99,,,,16.5,4,
32,5014,28.2,141.4,THOC,5,5.8,5,-99,,,,7.35,4,
32,5015,27.8,142,PCRU,16,27.2,1,-99,,,,29,1,
32,5016,26.2,141.9,PCRU,8,15.4,3,-99,,,,17.2,6,
32,5017,27.1,143.1,THOC,7,12.8,6,-99,,,,15.8,4,
32,5018,27.1,144.2,PCRU,10,13.2,2,-99,,,,16.3,3,
32,5019,27.5,144,ABBA,3,4.2,5,-99,,,,4,7,Standing
32,5020,28.5,147.7,THOC,11,25.3,7,-99,,,,25.3,7,Standing
32,5021,27.5,148.1,PCRU,4,7.2,5,-99,,,,11.8,4,
32,5022,25.4,147.1,ABBA,7,9.5,4,-99,,,,9.2,7,Down
32,1678,29.7,138.3,ABBA,-99,0,0,0,0,0,0,4.35,5,New Tree
32,1679,40.8,106.7,ABBA,-99,0,0,0,0,0,0,4.2,6,New Tree
33,3614,58.7,125,PCRU,12,12.9,3,-99,,,,21.6,3,
33,3685,71.4,125,TSCA,14,23.2,7,-99,,,,,,
33,4679,73.9,125.6,PCRU,9,15.3,4,-99,,,,15.9,3,
33,4680,70.5,128.1,TSCA,8,15.7,4,-99,,,,18.9,4,
33,4681,71.5,128.2,PCRU,12,18.3,3,-99,,,,21.4,3,
33,4682,72.6,129,TSCA,13,25.6,3,-99,,,,31.9,3,
33,4683,71.6,129.8,ABBA,17,23,2,-99,,,,,7,dead and down
33,4684,72.2,129.6,ABBA,4,6.7,7,-99,,,,,7,dead and down
33,4685,70.4,130.8,PCRU,5,5.2,5,-99,,,,,7,gone
33,4686,70.3,131.3,PCRU,11,14.7,6,-99,,,,,7,
33,4687,72.6,132.9,PIST,24,30.7,1,-99,,,,54.6,1,dead and leaning
33,4688,70.3,134.8,PCRU,10,20.9,6,-99,,,,,7,dead and leaning
33,4689,72.5,135,PCRU,8,11,6,-99,,,,,7,
33,4690,70.3,135.5,ACRU,23,24.2,2,-99,,,,27.8,3,
33,4691,70.1,136,TSCA,6,6.2,7,-99,,,,,7,
33,4692,70,137.9,TSCA,7,6.7,4,-99,,,,7.3,4,
33,4693,70.7,138.2,TSCA,20,26.9,2,-99,,,,33.7,2,
33,4694,71.2,140.9,TSCA,19,29.8,2,-99,,,,33.6,2,
33,4695,71.6,140.5,THOC,8,10.3,7,-99,,,,,7,leaning
33,4696,72.1,140.6,THOC,10,16.6,7,-99,,,,,7,
33,4697,73.5,139.6,TSCA,8,11.6,4,-99,,,,13.7,4,
33,4698,73.4,141.6,TSCA,6,9.1,5,-99,,,,11.5,5,
33,4699,72,142.1,TSCA,10,16.8,4,-99,,,,19,4,
33,4700,71.3,142.3,THOC,8,15.2,4,-99,,,,16,7,standing dead
33,4701,70.2,141.8,PCRU,6,4.8,7,-99,,,,,,
33,4702,72.2,143.7,THOC,8,16.2,4,-99,,,,17.3,6,broken top
33,4703,73,143.5,TSCA,5,7.4,6,-99,,,,9,5,
33,4704,71.5,144.7,PCRU,7,6.4,7,-99,,,,,,gone
33,4705,71.5,145.2,PCRU,11,15.3,3,-99,,,,19.2,3,
33,4706,72.9,146.5,PCRU,9,9.6,7,-99,,,,,7,gone
33,4707,74.3,147.9,ABBA,17,18.2,2,-99,,,,,7,standing dead
33,4708,66.2,125.5,TSCA,6,8.5,5,-99,,,,10.4,5,
33,4709,66.2,126.2,TSCA,19,31.2,2,-99,,,,38.6,2,no tag
33,4710,68.3,127.2,TSCA,20,30.1,2,-99,,,,36,2,no tag
33,4711,65.5,132.1,PCRU,15,18.1,2,-99,,,,20.5,3,
33,4712,66.7,135,PCRU,16,14.9,2,-99,,,,16.3,3,
33,4713,67.1,134.8,PCRU,15,18.3,2,-99,,,,19,3,
33,4714,65.7,135.5,PCRU,9,7.4,7,-99,,,,,7,
33,4715,65.3,136.5,TSCA,12,14.3,3,-99,,,,19.1,3,
33,4716,66.8,137,PCRU,11,10.9,3,-99,,,,,7,dead and down
33,4717,69,134.4,TSCA,5,6.7,7,-99,,,,,7,standing dead and broken top
33,4718,68.8,134.4,TSCA,9,11,4,-99,,,,14.2,4,
33,4719,68.7,135.1,TSCA,10,9.8,4,-99,,,,13.3,4,
33,4720,68.4,138.1,PCRU,17,25.8,2,-99,,,,27.6,3,
33,4721,68.4,138.8,TSCA,9,17.6,6,-99,,,,19.8,4,
33,4722,69.1,138.9,TSCA,5,5.2,5,-99,,,,5.5,5,
33,4723,68.6,139.5,TSCA,4,4.4,6,-99,,,,,7,dead and down
33,4724,68.4,140.2,TSCA,8,9.9,4,-99,,,,13.3,4,
33,4725,69.5,142,TSCA,5,4.6,6,-99,,,,5,6,
33,4726,65.7,141.2,TSCA,7,6.3,6,-99,,,,8.8,4,
33,4727,65.3,148.8,ABBA,12,11.5,4,-99,,,,,7,dead and down
33,4728,69.3,148.7,PCRU,19,18.8,2,-99,,,,21.5,3,
33,4729,61.4,125,PCRU,11,11.5,7,-99,,,,,7,dead and down
33,4730,61.3,126.2,ABBA,4,14.1,7,-99,,,,,7,dead and down
33,4731,62.3,125.7,TSCA,2,13.2,7,-99,,,,,7,dead and down
33,4732,64.5,130.8,TSCA,19,23.7,2,-99,,,,29.4,3,
33,4733,64.5,133.2,PCRU,18,18,2,-99,,,,23.5,3,
33,4734,61.1,133.2,PCRU,14,14.2,2,-99,,,,15.5,4,
33,4735,60.8,135.4,PCRU,11,10.8,6,-99,,,,,7,dead and down
33,4736,61.4,135.2,PCRU,14,15.2,2,-99,,,,18.3,4,
33,4737,62.4,136.8,PCRU,13,16,3,-99,,,,18.9,4,
33,4738,64.6,137.8,PCRU,9,8.9,6,-99,,,,,,gone
33,4739,62.5,138.6,PCRU,8,7.5,7,-99,,,,,,gone
33,4740,64.4,140.7,PCRU,21,24.5,2,-99,,,,39.7,2,no tag
33,4741,62.5,141.6,ABBA,5,5.6,6,-99,,,,,,gone
33,4742,61.3,142.1,PCRU,4,4.1,5,-99,,,,4.7,4,
33,4743,60.6,144.3,PCRU,18,24.7,2,-99,,,,30,2,
33,4744,63.8,142.8,PCRU,12,18.7,7,-99,,,,,,gone
33,4745,63.5,144.1,PCRU,5,6.1,5,-99,,,,,,gone
33,4746,62.5,147.6,ABBA,10,11.4,7,-99,,,,,,gone
33,4747,62,149.8,PCRU,18,26.5,2,-99,,,,30.7,3,
33,4748,64.4,149.8,PIST,28,46.1,1,-99,,,,55.7,6,
33,4749,56.3,125.4,TSCA,14,22.8,2,-99,,,,26.9,3,no tag
33,4750,56.6,128.8,TSCA,14,23.1,2,-99,,,,28.2,2,
33,4751,55.3,129.8,TSCA,7,7.9,7,-99,,,,8.1,5,no tag
33,4752,55.8,130.3,TSCA,14,19.5,2,-99,,,,23.8,3,
33,4753,55.7,132,TSCA,15,22.4,2,-99,,,,28.7,3,
33,4754,59.4,134.7,PCRU,18,25,2,-99,,,,29,3,
33,4755,58.7,135.1,PCRU,13,13,3,-99,,,,14.5,4,
33,4756,58.4,136.4,PCRU,11,9.6,6,-99,,,,10.8,4,
33,4757,59,137.1,PCRU,10,10.1,6,-99,,,,,,gone
33,4758,58.2,137.5,PCRU,8,13,4,-99,,,,13.7,4,
