block,meas3yr,treeid,xsite,ysite,species,dbh69,can69,cond69,dbh75,can75,cond75,dbh91,can91,cond91,dbh01,can01,cond01,1969Orient,dbh11,can11,cond11,length11,angle11,decay,comments,soilmoist,hurrdam,10medge
SW34,1992,3100,-467.5,-317,ACRU,10.41,S,L,11.18,S,L,11.43,I,L,12.9,I,L,NA,13.3,S,L,NA,NA,NA,1992:SHARES BASE WITH 62;38 & 62;35; 2001: DIAM BELOW FUSE,moist,Low,1
SW34,1992,3101,-466.5,-398,QURU,40.89,D,L,43.69,D,L,49.02,D,L,51.5,D,L,NA,54.2,D,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3102,-466,-371,PIST,4.57,S,L,5.33,S,L,8.38,S,L,9.1,S,L,NA,10.9,S,L,NA,NA,NA,2001: TOP BROKEN; 2011: NEW LEADER,moist,Low,1
SW34,1992,3103,-464,-313,HAVI,NA,NA,NA,5.08,S,L,5.84,S,L,6,S,L,NA,5.8,NA,SN,13,253,D2,NA,moist,Low,1
SW34,1992,3104,-462.5,-318.5,ACRU,NA,NA,NA,19.81,CD,L,24.38,CD,L,26.4,CD,L,NA,29.5,CD,L,NA,NA,NA,1975:MISSED IN 1969,moist,Low,1
SW34,1992,3105,-461.5,-370,ACRU,8.89,S,L,9.65,S,L,7.62,NA,SN,10,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:D2; SHARES BASE WITH 3 OTHER RM; SNAPPED AT 4 FT; 2001: SNAP AT 1M,moist,Low,0
SW34,1992,3106,-460.5,-306,ACRU,13.97,I,L,14.73,I,L,16,I,L,16.4,I,L,NA,16.7,S,L,NA,NA,NA,2011: TOP SNAPPED,moist,Low,1
SW34,1992,3107,-460.5,-336,QURU,27.69,CD,L,30.99,CD,L,40.13,D,L,43,CD,L,NA,48.7,D,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3108,-460.5,-356,ACRU,60.96,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1969:? IF RM IS THE SPECIES; 1992:D3; 2001: D3,moist,Low,0
SW34,1992,3109,-460.5,-369,ACRU,5.84,S,L,6.6,S,L,7.11,S,L,7,NA,D,NA,NA,NA,SN,4.6,320,D3,1992:SHARES BASE WITH 79;143,moist,Low,0
SW34,1992,3110,-460.5,-370.5,ACRU,8.13,S,L,8.64,S,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1992: D2; SHARES BASE WITH 3 OTHER RM; SNAPPED AT 10FT; 2001: STUMP ONLY D3,moist,Low,0
SW34,1992,3111,-460.5,-371.5,ACRU,19.3,CD,L,19.81,CD,L,22.1,CD,L,23.2,CD,L,NA,24.5,I,L,NA,NA,NA,1992:SHARES BASE WITH 79;138,moist,Low,0
SW34,1992,3112,-460.5,-392.5,PIST,5.08,S,L,5.84,S,L,7.62,S,L,7,NA,SN,NA,7,NA,D,11.6,242,D2,2001: 15.3' BOLE; D1; 242 DEG; SNAP AT 1.5M; 2011: SNAP AT 1.5M,moist,Low,1
SW34,1992,3113,-460,-353,HAVI,5.84,S,L,6.1,S,L,7.62,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 7.5FT; 48DEG T,moist,Low,0
SW34,1992,3114,-458.5,-326,BEAL,17.78,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:WINDTHROWN: STEM NEARBY,moist,Low,1
SW34,1992,3115,-458.5,-343.5,ACRU,17.02,CD,L,18.03,CD,L,20.32,CD,L,20.7,CD,L,NA,21.5,I,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3116,-457.5,-301,QURU,8.64,S,L,9.14,S,L,10.16,NA,D,8,NA,SN,NA,NA,NA,SN,NA,NA,D3,1992:D2; 2001: SNAP AT BASE; D2; 21.1' BOLE; 246 DEG; 2011: STUMP ONLY,moist,Low,1
SW34,1992,3117,-457.5,-380,ACRU,13.72,S,L,15.24,S,L,19.56,I,L,21.9,S,L,NA,23.9,S,L,NA,NA,NA,NA,dry,Low,1
SW34,1992,3118,-456.5,-324,FRAM,9.91,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D3; 16FT; 262DEG T,moist,Low,1
SW34,1992,3119,-456.5,-372.5,PIST,6.6,S,L,6.86,S,L,8.64,S,L,10.7,S,L,NA,13.2,S,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3120,-456,-317,BEAL,16,I,L,16.76,I,L,17.78,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 6.5FT; 0DEG T; SNAPPED AT 4FT; 2001: STUMP ONLY D3,moist,Low,1
SW34,1992,3121,-456,-330.5,CADE,35.56,NA,W,NA,NA,W,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:WINDTHROWN: LOCATED AT CENTER OF MOUND; 2011: COND 69 AND COND75 CHANGED TO W FROM ORIG. DATA,moist,Low,1
SW34,1992,3122,-455.5,-347.5,PIST,5.33,S,L,6.1,S,L,9.4,S,L,12.4,S,L,NA,16.6,S,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3123,-454.5,-309,ACRU,35.56,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1969:? IF RM IS THE SPECIES; 1992:D3; 2001: D3,moist,Low,1
SW34,1992,3124,-454.5,-358.5,ACRU,5.08,S,L,5.08,S,L,5.59,S,L,5,NA,SN,NA,NA,NA,SN,NA,NA,D3,2001: SNAP AT BASE; 14.7' BOLE; 270 DEG; D1; 2011: STUMP ONLY,dry,Low,0
SW34,1992,3125,-452.5,-332.5,HAVI,5.08,S,L,NA,NA,D,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 9.5FT; 196DEG T; 2001: PIECES OF BOLE ON STONEWALL ONLY,moist,Low,1
SW34,1992,3126,-452,-361.5,ACRU,30.23,CD,L,30.48,CD,L,32.51,CD,L,33.8,CD,L,NA,34.3,CD,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3127,-451.5,-348.5,ACRU,20.57,I,L,21.08,I,L,21.34,CD,L,21.5,CD,L,NA,21.8,S,L,NA,NA,NA,2011: TOP DEAD,moist,Low,0
SW34,1992,3128,-451,-313,BEAL,10.16,S,L,10.67,S,L,11.43,I,L,12,NA,D,NA,11.5,NA,D,5.7,261,D3,2001: FUNGUS ON BOLE; 2011: SNAP AT 2M,moist,Low,1
SW34,1992,3129,-449,-372,ACRU,17.27,I,L,17.78,I,L,18.8,S,L,19,S,L,NA,14.8,NA,D,6.8,198,D3,2001: NEW LEADER; 2011: SNAP AT 2M,dry,Low,0
SW34,1992,3130,-448,-327.5,QURU,19.56,CD,L,21.59,CD,L,29.97,D,L,33.7,D,L,NA,39.1,D,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3131,-447.5,-356.5,ACRU,19.56,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Low,0
SW34,1992,3132,-447.5,-381,UNK,45.72,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1992:D3; 2001: D3,dry,Low,0
SW34,1992,3133,-447,-379.5,PRSE,17.78,S,L,NA,NA,D,15.24,NA,D,15,NA,D,NA,14.8,NA,SN,39,210,D2,1992:D2,dry,Low,0
SW34,1992,3134,-446.5,-396.5,HAVI,5.84,S,L,6.1,S,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 3.5FT; 322DEG T,dry,Low,1
SW34,1992,3135,-446,-304,ACRU,6.6,S,L,6.6,S,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 23FT; 147DEG T; 2001: STUMP ONLY D3,moist,Low,1
SW34,1992,3136,-446,-312,ACSA,5.08,S,L,5.33,S,L,5.08,S,L,5.2,S,L,NA,NA,NA,SN,NA,NA,D3,1992:TOP DEAD; 2011: STUMP ONLY,moist,Low,1
SW34,1992,3137,-445.5,-314.5,ACRU,9.65,S,L,9.65,S,L,10.16,S,L,10.6,S,L,NA,10.4,S,L,NA,NA,NA,2001: LEANS SW; 2011: TOP DEAD,moist,Low,1
SW34,1992,3138,-445,-369,PIRU,10.16,NA,L,NA,NA,L,4.06,S,L,4,S,L,NA,4.7,S,L,NA,NA,NA,1992:8FT HIGH; 2001: 1991'S PIRU NOT THE SAME AS 1969,dry,Low,0
SW34,1992,3139,-445,-388,BELE,14.73,S,L,NA,NA,D,NA,NA,D,NA,NA,D,NA,NA,NA,G,NA,NA,NA,1992:D3; 2001: STUMP ONLY D3; ALMOST GONE,dry,Low,0
SW34,1992,3140,-443,-340.5,ACRU,15.24,I,L,15.75,I,L,16.51,I,L,16.7,CD,L,NA,17.2,S,L,NA,NA,NA,2011: TOP DEAD,moist,Low,0
SW34,1992,3141,-442.5,-362,PIST,6.86,S,L,7.37,S,L,7.62,NA,SN,6,NA,SN,NA,NA,NA,SN,4.2,248,D3,1992:D2; LEANING W ON 96;123; 2001: BOLE DETACHED FROM BASE; 11.6'; D2; 248 DEG; STUMP D3; 2011: PIECE OF BOLE ONLY,dry,Low,0
SW34,1992,3142,-442,-314,ACRU,8.13,I,L,8.13,I,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 30.5FT; 68DEG T,moist,Low,1
SW34,1992,3143,-442,-315,ACRU,12.45,I,L,12.45,I,L,12.7,I,L,12,NA,SN,NA,NA,NA,SN,22.1,200,D3,2001: SNAP AT BASE; 29.5' BOLE; D2; 200 DEG; 2011: PARTLY BURIED,moist,Low,1
SW34,1992,3144,-442,-369.5,QURU,36.83,D,L,38.61,D,L,43.94,D,L,46.3,D,L,NA,49.6,D,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3145,-441.5,-339.5,ACRU,23.62,I,L,24.13,I,L,25.4,CD,L,25.5,CD,L,NA,25.9,CD,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3146,-441.5,-380.5,ACRU,21.34,I,L,22.1,I,L,23.37,NA,SN,20,NA,SN,NA,NA,NA,SN,3,100,D3,1992:D1; SNAPPED AT 20FT; 2001: SNAP AT 1.5M; D2; 17.4' BOLE; 100 DEG,dry,Low,0
SW34,1992,3147,-441,-323.5,ACRU,10.41,I,L,11.18,I,L,12.45,I,L,12.7,I,L,NA,13.3,I,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3148,-441,-391,BELE,16,I,L,17.02,I,L,21.08,NA,D,17,NA,SN,NA,NA,NA,SN,NA,NA,D3,1992:D1; 2001: SNAP AT ~4M; D2; 23.7' BOLE; 106 DEG; 2011: STUMP ONLY,dry,Low,0
SW34,1992,3149,-440.5,-314.5,ACRU,5.59,S,L,5.59,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Low,1
SW34,1992,3150,-439.5,-321.5,BEAL,14.22,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:DEAD STUB,moist,Low,1
SW34,1992,3151,-436.5,-306,ACRU,6.6,S,L,6.35,S,L,5.08,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 11.5FT; 124DEG T,moist,Low,1
SW34,1992,3152,-435.5,-360,QURU,8.89,S,L,9.14,S,L,10.16,NA,SN,6,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:D2; SNAPPED AT 15FT; 2001: SNAP AT 3M,dry,Low,0
SW34,1992,3153,-435,-367,ACRU,16.51,S,L,17.27,S,L,19.3,S,L,19.3,S,L,NA,18.4,NA,D,28,118,D2,1992:SHARES BASE WITH 132;135; 2001: HOLLOW TRUNK; 2011: SNAP AT 6M; BOLE 8' SSE OF BASE,dry,Low,0
SW34,1992,3154,-434,-367.5,ACRU,4.57,S,L,5.33,S,L,5.84,S,L,6,NA,D,NA,5.8,NA,SN,10.3,148,D2,1992:SHARES BASE WITH 130;134,dry,Low,0
SW34,1992,3155,-433.5,-386.5,BEAL,14.99,S,D,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3,dry,Low,0
SW34,1992,3156,-433,-357,ACRU,18.54,S,L,19.05,S,L,20.83,I,L,22.1,I,L,NA,23.5,I,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3157,-432.5,-305,ACRU,5.33,S,L,5.59,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Low,1
SW34,1992,3158,-431.5,-363.5,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1992:D3; 2001: D3,dry,Low,0
SW34,1992,3159,-431,-356,QURU,36.83,CD,L,38.61,CD,L,44.7,CD,L,46.4,CD,L,NA,50.7,CD,L,NA,NA,NA,1992:SHARES BASE WITH 142;113,dry,Low,0
SW34,1992,3160,-430.5,-358.5,BEAL,8.89,S,L,NA,NA,NA,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1975;TOP DEAD; 1992:D3,dry,Low,0
SW34,1992,3161,-430,-347,TSCA,22.1,S,L,23.62,S,L,29.21,S,L,33.6,S,L,NA,36.9,S,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3162,-429,-356.5,QURU,39.12,CD,L,41.15,CD,L,49.28,CD,L,53,CD,L,NA,58.8,CD,L,NA,NA,NA,1992:SHARES BASE WITH 138;112,dry,Low,0
SW34,1992,3163,-428.5,-346,BEAL,6.86,S,L,6.86,S,L,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3,moist,Low,0
SW34,1992,3164,-428.5,-373,PIST,6.35,S,L,6.35,S,L,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 9.5FT; 246DEG T; 2001: D3; 6.4' BOLE; 238 DEG,dry,Low,0
SW34,1992,3165,-428.5,-377.5,PIST,NA,NA,NA,7.11,S,L,7.62,NA,SN,NA,NA,RB,NA,NA,NA,RB,NA,NA,D3,1992:BOLE:D2; 15.5FT; 174DEG T; 2001: 15.3' BOLE; 174 DEG; D3; 2011: NEARLY GONE,dry,Low,0
SW34,1992,3166,-426.5,-312.5,ACRU,NA,NA,NA,12.45,I,L,12.95,CD,L,12,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: D2; 21.8' BOLE; 230 DEG; 2011:  COND91 CHANGED FROM M TO L,moist,Low,1
SW34,1992,3167,-425.5,-344.5,CADE,35.56,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:WINDTHROWN: STEM NEARBY; ? IF SPECIES IS CH,moist,Low,0
SW34,1992,3168,-425.5,-346.5,ACRU,5.84,S,L,5.84,S,L,5.08,NA,RB,NA,NA,RB,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 6.5FT; 300DEG T; 2001: STUMP ONLY D3,moist,Low,0
SW34,1992,3169,-423,-364,QURU,5.33,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Low,0
SW34,1992,3170,-422.5,-319.5,BEPA,9.91,S,L,NA,NA,D,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3,moist,Low,1
SW34,1992,3171,-422.5,-363,QURU,45.72,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1992:D3; 2001: D3,dry,Low,0
SW34,1992,3172,-422,-332,BEAL,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1992:D3; 2001: D3,moist,Low,1
SW34,1992,3173,-422,-335,HAVI,NA,NA,NA,5.33,S,L,6.35,S,L,6.2,S,L,NA,5.8,NA,D,NA,NA,D1,2011: LOSING BARK,moist,Low,0
SW34,1992,3174,-422,-366.5,PIST,45.72,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1992:D3; 2001: D3,dry,Low,0
SW34,1992,3175,-421.5,-341.5,BEAL,21.84,CD,L,24.13,CD,L,30.23,CD,L,32.4,CD,L,NA,36.1,CD,L,NA,NA,NA,NA,moist,Low,0
SW34,1992,3176,-420.5,-318,ACRU,15.24,CD,L,16,CD,L,17.53,CD,L,17.5,S,L,NA,18.2,S,L,NA,NA,NA,2001: TOP DEAD,moist,Low,1
SW34,1992,3177,-420.5,-326,BEAL,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:DEAD STUB; 1992:D3,moist,Low,1
SW34,1992,3178,-420,-303,BEAL,8.64,S,L,9.14,S,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D3; 16FT; 302DEG T; 2001: STUMP ONLY D3,moist,Low,1
SW34,1992,3179,-419,-305.5,ACRU,12.95,S,L,13.46,S,L,13.97,S,L,15,NA,D,NA,12.5,NA,SN,25,228,D2,1992:SHARES BASE WITH 165;12; DEAD BRANCHES ON TOP,moist,Low,1
SW34,1992,3180,-418.5,-381,UNK,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Low,0
SW34,1992,3181,-417.5,-306,ACRU,12.7,S,L,15.24,S,L,16.26,S,L,16.9,S,L,NA,17.2,S,L,NA,NA,NA,1992:SHARES BASE WITH 162;11; DEAD BRANCHES ON TOP; 2011: TOP SNAP,moist,Low,1
SW34,1992,3182,-415.5,-324.5,QUAL,7.62,S,D,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3; SHARED BASE WITH 171;50,moist,Low,1
SW34,1992,3183,-415,-303,ACRU,38.35,CD,L,40.39,CD,L,45.21,D,L,46.5,CD,L,NA,48.2,D,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3184,-414.5,-325,QUAL,14.22,I,L,14.48,I,L,12.7,NA,D,NA,NA,RB,NA,13.4,NA,RB,22.7,130,D2,1992:D2; SHARED BASE WITH 169;49; SNAPPED AT 25FT; 2001: D2; HUNG UP IN HAVI; 140 DEG; 2011: ON GROUND AND STONE WALL,moist,Low,1
SW34,1992,3185,-414.5,-346,ACRU,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:? IF RM IS THE SPECIES,moist,Low,0
SW34,1992,3186,-414,-396,UNK,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Low,0
SW34,1992,3187,-412,-382.5,CADE,17.78,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Low,0
SW34,1992,3188,-411.5,-315,QURU,7.87,S,L,8.64,S,L,8.89,NA,D,7,NA,SN,NA,7.3,NA,SN,7.5,204,D2,1992:D1; 2001: D2; 21.4' BOLE; 204 DEG; 2011: PARTLY BURIED,moist,Low,1
SW34,1992,3189,-411.5,-351.5,ACRU,9.14,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3,dry,Low,0
SW34,1992,3190,-411,-313.5,ACRU,18.54,CD,L,20.32,CD,L,24.13,CD,L,25.9,CD,L,NA,27.8,CD,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3191,-410,-312.5,ACRU,10.67,NA,D,NA,NA,D,10.16,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 7FT; 130DEG T,moist,Low,1
SW34,1992,3192,-410,-351,ACRU,20.32,S,L,21.59,S,L,21.34,I,L,23,S,L,NA,22.4,S,L,NA,NA,NA,2011: DEAD LOWER BRANCHES; DBH ABOVE BUMP,dry,Low,0
SW34,1992,3193,-410,-389,ACRU,12.95,S,L,13.72,S,L,14.22,I,L,14.2,S,L,NA,14.4,S,L,NA,NA,NA,1992:SOME DEAD BRANCHES,dry,Low,0
SW34,1992,3194,-408.5,-312.5,ACRU,7.37,S,L,NA,NA,D,7.62,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:BOLE:D2; 9.5FT; 0DEG T,moist,Low,1
SW34,1992,3195,-408.5,-385.5,ACRU,8.13,S,L,8.89,S,L,10.16,NA,SN,11,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:D2; SNAPPED AT 12FT; 2001: D3; 10.3' BOLE; 298 DEG,dry,Low,0
SW34,1992,3196,-408.5,-393,BELE,8.89,S,L,8.89,S,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1992:D2; SNAPPED AT 3FT; 2001: D3; 2011: STUMP ONLY,dry,Low,0
SW34,1992,3197,-408,-372,ACRU,13.72,S,L,14.99,S,L,17.02,I,L,17.8,S,L,NA,19,S,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3198,-406.5,-370.5,ACRU,11.43,S,L,11.94,S,L,12.95,S,L,13.2,S,L,NA,13.9,S,L,NA,NA,NA,1992:SOME DEAD BRANCHES,dry,Low,0
SW34,1992,3199,-405.5,-381,QURU,26.67,CD,L,29.46,CD,L,36.07,CD,L,39.2,CD,L,NA,43.2,D,L,NA,NA,NA,NA,dry,Low,0
SW34,1992,3200,-405,-388.5,QURU,15.24,S,L,15.49,S,L,16.76,I,L,16.9,S,L,NA,16.2,S,L,NA,NA,D1,1992:MANY DEAD BRANCHES; 2011: LOSING BARK,dry,Low,0
SW34,1992,3201,-404.5,-325.5,ACRU,50.8,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Low,1
SW34,1992,3202,-404,-305,ACRU,37.34,CD,L,38.35,CD,L,41.15,D,L,43,CD,L,NA,45.4,CD,L,NA,NA,NA,NA,moist,Low,1
SW34,1992,3203,-403,-357.5,BEAL,10.92,S,L,NA,NA,D,NA,NA,D,NA,NA,D,NA,NA,NA,G,NA,NA,NA,1992:D3; 2001: STUMP ONLY D3,dry,Low,0
SW34,1992,3204,-403,-376.5,ACRU,5.59,S,L,5.84,S,L,6.35,S,L,6.3,NA,D,NA,5.7,NA,SN,41,48,D2,1992:SOME DEAD BRANCHES; 2001: D1; 2011: BOLE IN 2 PIECES; 2ND PIECE HUNG UP IN HAVI,dry,Low,0
SW34,1992,3205,-402.5,-344.5,QURU,45.72,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:? IF RO IS THE SPECIES,moist,Low,0
SW34,1992,3206,-401.5,-394,BELE,20.32,S,L,20.57,S,L,21.59,S,L,22,S,L,NA,22.5,S,L,NA,NA,NA,1992:TOP DEAD,dry,Low,0
SW34,1992,3207,-401,-358.5,CADE,12.7,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969:WINDTHROWN: STEM NEARBY,dry,Low,0
SW34,1992,3208,-475.5,-392,BELE,NA,NA,NA,NA,NA,NA,5.08,S,L,5.4,S,L,NA,NA,NA,SN,NA,NA,D3,1992:NEW; SHARES BASE WITH 48;183; 2011: STUMP ONLY; BEAVER CUT; BOLE GONE,moist,Low,1
SW34,1992,3209,-477,-391,BELE,NA,NA,NA,NA,NA,NA,6.35,S,L,8.8,S,L,NA,10.2,NA,SN,NA,238,D2,1992:NEW; 2011: BEAVER CUT; BOLE CAUGHT IN BLUEBERRIES,moist,Low,1
SW34,1992,3210,-452.5,-398,PIST,NA,NA,NA,NA,NA,NA,5.33,S,L,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:NEW; 2001: NO EVIDENCE -?,dry,Low,1
SW34,1992,3211,-477,-358.5,HAVI,NA,NA,NA,NA,NA,NA,5.33,S,L,6.2,S,L,NA,6.5,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3212,-483.5,-355,HAVI,NA,NA,NA,NA,NA,NA,5.33,S,L,5.4,S,L,NA,NA,NA,SN,NA,NA,D2,1992:NEW; 2011: 1' STUB; NO BOLE,wet,Low,1
SW34,1992,3213,-489.5,-358,BEAL,NA,NA,NA,NA,NA,NA,7.62,S,L,8.8,S,L,NA,9.9,S,L,NA,NA,NA,1992:NEW; 2001: PROB IN WRONG PLACE; CHANGE COORDINATES,wet,Low,1
SW34,1992,3214,-446.5,-378,TSCA,NA,NA,NA,NA,NA,NA,10.67,S,L,14.1,S,L,NA,19.1,S,L,NA,NA,NA,1992:NEW,dry,Low,0
SW34,1992,3215,-438,-380.5,PIST,NA,NA,NA,NA,NA,NA,6.1,S,L,9.1,S,L,NA,12.9,S,L,NA,NA,NA,1992:NEW,dry,Low,0
SW34,1992,3216,-425,-371.5,ACRU,NA,NA,NA,NA,NA,NA,5.08,S,L,6.1,S,L,NA,7.3,S,L,NA,NA,NA,1992:NEW; 2001: DIAM BELOW FORK,dry,Low,0
SW34,1992,3217,-408,-365,HAVI,NA,NA,NA,NA,NA,NA,6.1,S,L,6,NA,D,NA,NA,NA,G,NA,NA,NA,1992:NEW,dry,Low,0
SW34,1992,3218,-407.5,-393,TSCA,NA,NA,NA,NA,NA,NA,6.1,S,L,9.9,S,L,NA,14.3,S,L,NA,NA,NA,1992:NEW,dry,Low,0
SW34,1992,3219,-465,-313.5,HAVI,NA,NA,NA,NA,NA,NA,5.08,S,L,5.7,S,L,NA,5.9,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3220,-468,-337.5,HAVI,NA,NA,NA,NA,NA,NA,5.08,S,L,5.7,S,L,NA,6.5,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3221,-454,-332.5,HAVI,NA,NA,NA,NA,NA,NA,5.33,S,L,5.5,S,L,NA,5.8,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3222,-484.5,-323.5,HAVI,NA,NA,NA,NA,NA,NA,5.08,S,L,5.4,S,L,NA,5.5,NA,SN,18.5,280,D2,1992:NEW; 2011: SNAP AT 1M,wet,Low,1
SW34,1992,3223,-486.5,-334.5,BELE,NA,NA,NA,NA,NA,NA,6.1,S,L,9.1,S,L,NA,9.5,NA,SN,8.2,260,D2,1992:NEW; 2011: BEAVER CUT; 1' STUB; BOLE IN 2 PIECES,wet,Low,1
SW34,1992,3224,-498,-323.5,HAVI,NA,NA,NA,NA,NA,NA,5.59,S,L,5.8,S,L,NA,6.1,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3225,-486,-309,HAVI,NA,NA,NA,NA,NA,NA,5.33,S,L,5.9,S,L,NA,6.3,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3226,-488,-307,HAVI,NA,NA,NA,NA,NA,NA,6.1,S,L,6.6,S,L,NA,NA,NA,SN,NA,NA,D2,1992:NEW; 2011: 2' STUB; NO BOLE,moist,Low,1
SW34,1992,3227,-489.5,-307.5,HAVI,NA,NA,NA,NA,NA,NA,5.33,S,L,5.7,S,L,NA,6.2,S,L,NA,NA,NA,1992:NEW,moist,Low,1
SW34,1992,3228,-476,-344.5,HAVI,NA,NA,NA,NA,NA,NA,5.59,S,L,5.8,S,L,NA,6.3,S,L,NA,NA,NA,1992:NEW,moist,Low,1
