block,meas3yr,treeid,xsite,ysite,species,dbh69,can69,cond69,dbh75,can75,cond75,dbh91,can91,cond91,dbh01,can01,cond01,1969Orient,dbh11,can11,cond11,length11,angle11,decay,comments,soilmoist,hurrdam,10medge
SE11,1991,119,47,-101,ACRU,6.35,S,L,NA,NA,D,NA,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 92;2; 1991: BOLE GONE; 2001: STUMP ONLY D3,dry,Severe,1
SE11,1991,120,48.5,-186,PIST,12.19,S,L,12.95,S,L,13.21,S,D,10,NA,SN,NA,NA ,NA,SN,NA,NA,D3,2001: SNAP AT 1M; 11.7' BOLE; 344 DEG; 2011: D3 STUMP; BOLE BURIED,dry,Severe,0
SE11,1991,121,48.5,-195,ACRU,6.35,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 99;189,dry,Severe,0
SE11,1991,122,49,-106,ACRU,13.21,S,L,13.97,S,L,14.99,I,L,16,NA,D,NA,NA,NA,SN,NA,NA,D2,1991: BULGE AT DBH; TREE FORKS 10'; 2011: SNAPPED ~1 M; NO BOLE,dry,Severe,1
SE11,1991,123,49,-152,ACRU,7.11,S,L,7.62,S,L,8.89,S,L,8.9,S,L,NA,7.7,NA,SN,23,10,D2,2001: TOP DEAD; 2011: BOLE IN TWO PIECES,dry,Severe,0
SE11,1991,124,49.5,-177,BEPO,6.35,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,125,49.5,-194.5,ACRU,6.1,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 97;190,dry,Severe,0
SE11,1991,126,50,-179.5,PIST,20.32,NA,W,NA,NA,W,NA,NA,W,NA,NA,G,W,NA,NA,G,NA,NA,NA,WINDTHROWN: LOCATED AT CENTER OF MOUND; 1991: D3,dry,Severe,0
SE11,1991,127,50.5,-130,PIST,8.13,S,L,8.64,S,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: BOLE D1; 257 DEG; NO BARK,dry,Severe,1
SE11,1991,128,50.5,-174.5,PIST,30.48,NA,WC,NA,NA,WC,NA,NA,WC,NA,NA,WC,NW,NA,NA,WC,NA,NA,D3,WINDTHROWN: LOCATED AT CENTER OF MOUND; 1991: D3; 2001: D3; 2011: MOUND ONLY,dry,Severe,0
SE11,1991,129,50.5,-183,PIST,6.6,S,L,6.86,S,L,5.08,S,D,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: BARK MISSING; LEANS NORTH; 17 DEG FROM VERT; 2001: 11.5' BOLE; 2 DEG; D2,dry,Severe,0
SE11,1991,130,51,-153,PIST,7.62,S,L,8.13,S,L,NA,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; BOLE NOT EVIDENT; 2001: BASE D3,dry,Severe,0
SE11,1991,131,51,-178,BELE,8.89,I,L,10.67,I,L,13.21,I,L,14.4,I,L,NA,15.8,I,L,NA,NA,NA,1991: DEAD TERMINAL,dry,Severe,0
SE11,1991,132,52,-172,BEPO,8.64,I,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,133,53.5,-141,BEPA,5.33,S,L,5.33,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,GROWING ON OR NEAR UNK MOUND 110;75,dry,Severe,0
SE11,1991,134,53.5,-176.5,QUAL,4.83,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,135,53.5,-189,QUAL,5.59,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,136,53.5,-194.5,ACRU,8.89,I,L,9.91,I,L,10.41,CD,L,10.4,I,L,NA,10,NA,SN,NA,122,D1,SHARES BASE WITH 5 OTHER RM; 2011: SNAPPED ~0.5 M; LEANING OUT OF PLOT,dry,Severe,0
SE11,1991,137,53.5,-195.5,ACRU,7.62,I,L,8.64,I,L,9.4,I,L,9.3,I,L,NA,9.7,NA,D,NA,NA,D2,SHARES BASE WITH 5 OTHER RM,dry,Severe,0
SE11,1991,138,54,-149,PIST,7.87,S,L,8.38,S,L,8.64,NA,W,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: CROWN SNAPPED & MISSING; 9' AT 264 DEG,dry,Severe,0
SE11,1991,139,54.5,-167.5,QUVE,9.4,CD,L,10.41,CD,L,12.95,I,L,12.8,S,L,NA,11.4,NA,D,NA,NA,D2,2011: IN JULY; SNAP AT BASE GOING W,dry,Severe,0
SE11,1991,140,55,-137.5,UNK,30.48,NA,WC,NA,NA,WC,NA,NA,G,NA,NA,G,NW,NA,NA,G,NA,NA,NA,WINDTHROWN: LOCATED AT CENTER OF MOUND; 2 WB GROWING ON OR NEAR MOUND,dry,Severe,0
SE11,1991,141,55,-140.5,BEPA,8.64,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,GROWING ON OR NEAR UNK MOUND 110;75,dry,Severe,0
SE11,1991,142,55,-193.5,ACRU,5.33,S,L,NA,NA,NA,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,MISSED IN 1975; SHARES MOUND WITH 6 OTHER RM; 1991:BOLE IS D1; 12' AT 262 DEG; 2001: BOLE D3,dry,Severe,0
SE11,1991,143,55,-195.5,ACRU,8.13,I,L,8.89,I,L,9.65,CD,L,9.4,I,L,NA,9.5,NA,SN,37.8,74,D1,SHARES BASE WITH 6 OTHER RM; 1991: SOME DEAD BRANCHES,dry,Severe,0
SE11,1991,144,55.5,-132.5,PIST,5.33,S,L,5.33,S,L,7.62,S,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: BOLE IS D1; 15' LONG AT 326 DEG,dry,Severe,1
SE11,1991,145,55.5,-194,ACRU,8.13,I,L,9.91,I,L,11.18,CD,L,10.3,I,L,NA,10.9,NA,SN,31.6,30,D1,SHARES BASE WITH 6 OTHER RM; 2011: SNAPPED ~1',dry,Severe,0
SE11,1991,146,56,-101.5,ACRU,9.91,I,L,12.45,I,L,19.3,CD,L,19.5,CD,L,NA,20.5,I,L,NA,NA,NA,SHARES BASE WITH 114;3,dry,Severe,1
SE11,1991,147,56,-184.5,QURU,9.4,I,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,148,56,-195,ACRU,7.37,I,L,7.62,I,L,7.37,I,SN,6,NA,SN,NA,NA,NA,SN,NA,NA,D3,SHARES BASE WITH 6 OTHER RM;1991: BOLE IS D1; 18' AT 102 DEG; 2001: 12.8' BOLE; D2; 2011: ONLY STUMP/HOLE IN BASE REMAINS,dry,Severe,0
SE11,1991,149,56.5,-168.5,BELE,12.45,CD,L,14.99,CD,L,19.56,CD,L,21,CD,L,NA,22.5,I,L,NA,NA,NA,2011: TOP SNAPPED,dry,Severe,0
SE11,1991,150,56.5,-193.5,ACRU,4.83,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 6 OTHER RM,dry,Severe,0
SE11,1991,151,57,-101.5,ACRU,4.83,S,L,4.83,S,L,5.08,S,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 112;3; 1991: 266 DEG,dry,Severe,1
SE11,1991,152,57,-178,BEPA,18.03,D,L,20.32,D,L,23.37,CD,L,24.3,CD,L,NA,24.6,NA,D,NA,NA,D1,2011: TOP SNAPPED,dry,Severe,0
SE11,1991,153,57.5,-115,ACRU,4.57,S,L,4.57,S,L,5.08,S,L,5,NA,SN,NA,NA,NA,SN,NA,NA,D3,SHARES BASE WITH 117;24 & 118;30; 2001: SNAP AT BASE; 24.5' BOLE; D2; 232 DEG; 2011: BOLE BURIED,dry,Severe,1
SE11,1991,154,58,-154,QUAL,8.38,S,L,NA,NA,D,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991:STUMP D3; BOLE D2; 10' AT 270 DEG,dry,Severe,0
SE11,1991,155,58.5,-112,ACRU,4.57,S,L,4.57,S,L,4.57,S,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 115;30 & 118;30,dry,Severe,1
SE11,1991,156,59,-115,ACRU,5.84,S,L,6.86,S,L,8.89,S,L,9.3,S,L,NA,9.6,S,L,NA,NA,NA,SHARES BASE WITH 117;24 & 115;30,dry,Severe,1
SE11,1991,157,59.5,-140,PIST,30.23,I,L,33.02,I,L,35.56,CD,L,38.5,CD,L,NA,42.2,CD,L,NA,NA,NA,NA,dry,Severe,0
SE11,1991,158,59.5,-148.5,QURU,20.57,CD,L,21.84,CD,L,25.65,CD,L,28.3,CD,L,NA,30.6,CD,L,NA,NA,NA,1991: LEANS 8 DEG FROM VERT.,dry,Severe,0
SE11,1991,159,60,-127,QURU,58.67,CD,L,60.96,D,L,65.02,D,L,68.9,D,L,NA,72.3,D,L,NA,NA,NA,1991: SOME DEAD BRANCHES; OLD SEAM FROM BASE TO 4',dry,Severe,1
SE11,1991,160,60,-169,QUAL,6.35,S,L,NA,NA,D,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,dry,Severe,0
SE11,1991,161,61.5,-106.5,ACRU,4.57,S,L,5.08,S,L,5.59,S,L,5,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: SNAP AT BASE; 29.3' BOLE; D1; 138 DEG,dry,Severe,1
SE11,1991,162,61.5,-158,PIST,11.43,S,L,11.68,S,L,15.24,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:D1; 126 DEG; FORKS AT 7' THEN 156 DEG FOR 8'; 2001: 15.7' BOLE; D3,dry,Severe,0
SE11,1991,163,62.5,-174.5,PIST,8.13,S,L,8.38,S,L,7.62,NA,SN,6,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991:SNAP AT BASE; 15' AT 219 DEG; BARK GONE; D1; 2001: 12.5' BOLE; D2; 2011: D3 STUMP/MOUND,dry,Severe,0
SE11,1991,164,63.5,-168,PIST,10.92,S,L,11.18,S,L,12.95,S,L,12,NA,D,NA,11.9,NA,SN,12.4,260,D2,1991: DEAD TERMINAL; 2001: TOP SNAPPED 2011: SNAP ~1 M,dry,Severe,0
SE11,1991,165,64.5,-163.5,PIST,5.59,S,D,NA,NA,D,7.62,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:BOLE GONE; STUMP D2; 2001: D3,dry,Severe,0
SE11,1991,166,65,-148,PIST,8.38,S,L,8.64,S,L,8.64,NA,W,NA,NA,W,NA,NA,NA,G,NA,NA,NA,1991:263 DEG; SNAP AT 12'; CROWN NOT EVIDENT; 2001: 11.9' BOLE; D3,dry,Severe,0
SE11,1991,167,65,-160.5,PIST,8.13,S,L,8.13,S,L,8.64,S,D,7,NA,SN,NA,NA,NA,SN,13.8,170,D3,2001: SNAP AT 1'; 22.4' BOLE; 170 DEG; D2; 2011: BOLE BURIED,dry,Severe,0
SE11,1991,168,65,-178.5,PIST,5.59,S,L,5.84,S,L,5.08,S,RB,5,NA,RB,NA,NA,NA,G,NA,NA,NA,1991:ROOT BREAK; BOLE D1; 15' AT 246 DEG; 2001: 6.5' BOLE; D2,dry,Severe,0
SE11,1991,169,65.5,-192.5,QUAL,4.83,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,170,66,-188.5,QUAL,4.83,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,0
SE11,1991,171,66.5,-101,ACRU,NA,NA,NA,5.08,S,L,5.59,S,L,6,NA,D,NA,5.1,NA,SN,12.2,208,D2,SHARES BASE WITH 135;2,dry,Severe,1
SE11,1991,172,66.5,-135.5,QURU,34.54,CD,L,36.32,CD,L,42.42,CD,L,44.9,CD,L,NA,48.1,CD,L,NA,NA,NA,1991:SEAM AT BASE,dry,Severe,0
SE11,1991,173,67,-182.5,PIST,6.86,S,L,7.37,S,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:BOLE D1; 18' AT 241 DEG; 2001: 15.3' BOLE; D3,dry,Severe,0
SE11,1991,174,67.5,-101,ACRU,5.33,S,L,6.1,S,L,6.35,S,L,7,NA,SN,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 133;2; 2001: 34.9' BOLE; 146 DEG; D2,dry,Severe,1
SE11,1991,175,67.5,-129.5,ACRU,7.37,S,L,8.13,S,L,9.4,S,L,9.1,S,L,NA,8.7,NA,SN,28.3,144,D2,SHARES BASE WITH 136;57,dry,Severe,1
SE11,1991,176,67.5,-155,PIST,5.33,S,L,5.33,S,L,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:D2; 15' AT 282 DEG; BARK GONE; 2001: D3 AND BURIED,dry,Severe,1
SE11,1991,177,67.5,-160,PIST,6.86,S,L,6.86,S,L,6.35,NA,RB,NA,NA,RB,NA,NA,NA,RB,NA,NA,D3,1991:D1; BARK GONE; 25' AT 150 DEG; 2001: 22.4' BOLE; D3; 2011: SMALL MOUND ONLY D3,dry,Severe,1
SE11,1991,178,68,-128.5,ACRU,6.1,S,L,6.6,S,L,7.11,S,L,6.8,NA,D,NA,6.4,NA,SN,17,126,D2,SHARES BASE WITH 135;59,dry,Severe,1
SE11,1991,179,68,-145.5,PIST,5.08,S,L,5.08,S,L,5.08,NA,W,5,NA,W,NA,NA,NA,G,NA,NA,NA,1991: 14' AT 184 DEG; 2001:  9.2' BOLE; D2,dry,Severe,1
SE11,1991,180,68.5,-199.5,PIST,4.83,S,L,5.33,S,L,5.33,S,D,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:NO BARK; 2001: 12' BOLE; 302 DEG; D2; SNAP AT BASE,dry,Severe,1
SE11,1991,181,69,-140,QUAL,7.11,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,182,69,-177,QUAL,5.59,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,183,69.5,-147.5,PIST,25.4,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1991: D3; WP AND BB SEEDLINGS; 2001: D3,dry,Severe,1
SE11,1991,184,69.5,-170.5,QUVE,12.19,CD,L,14.48,CD,L,18.54,CD,L,20.9,CD,L,NA,23,CD,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,185,69.5,-186,QUVE,7.62,I,L,7.87,I,L,NA,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991:BOLE IS D2; 25' AT 155 DEG; STUMP SPROUTS; 2001: STUMP ONLY D3; STUMP SPROUTS,dry,Severe,1
SE11,1991,186,70.5,-120,ACRU,4.83,S,L,NA,NA,D,5.08,S,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 143;40; 2001: SNAP AT BASE; 3.5' BOLE; 98 DEG,dry,Severe,1
SE11,1991,187,70.5,-189,QUAL,7.37,S,L,7.37,S,L,7.62,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991:BOLE MAKES 90 DEG FROM BASE; D2,dry,Severe,1
SE11,1991,188,71,-135,PIST,20.32,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: BOLE GONE; STUMP D2; 2001: STUMP D3,dry,Severe,1
SE11,1991,189,71,-164.5,QUVE,5.08,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,190,71,-172,QUVE,12.7,CD,L,15.24,CD,L,20.07,CD,L,23.6,CD,L,NA,26.8,CD,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,191,71.5,-112.5,ACRU,6.35,S,L,6.6,S,L,6.6,S,L,7,NA,D,NA,4.7,NA,SN,12.6,136,D2,1991: NOT DEAD YET; LATERAL DOMINATES; 2001: FUNGUS IN BOLE; WOOD ROTTING,dry,Severe,1
SE11,1991,192,71.5,-120,ACRU,4.57,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 141;40,dry,Severe,1
SE11,1991,193,72,-108.5,PIST,20.32,NA,W,NA,NA,W,NA,NA,W,NA,NA,W,NW,NA,NA,W,NA,NA,D3,UPROOT?; 1991: BOLE D2 TO D3; STUMP D3; 2001: 15.6' BOLE; 293 DEG; D3; 2011: BOLE BURIED,dry,Severe,1
SE11,1991,194,72.5,-152,ACRU,7.11,S,L,7.62,S,L,9.14,S,L,9.5,S,L,NA,9.5,NA,D,NA,NA,D2,SHARES BASE WITH 4 OTHER RM; 2011: TOP SNAP,dry,Severe,1
SE11,1991,195,72.5,-160,PRSE,21.34,D,L,21.84,D,L,17.78,NA,D,16,NA,D,NA,15.7,NA,RB,18.7,256,D2,1991: MUCH BARK AND WOOD MISSING; 2001: TOP SNAPPED,dry,Severe,1
SE11,1991,196,72.5,-189,QURU,9.91,CD,L,10.41,CD,L,19.81,CD,L,23.5,CD,L,NA,30.1,D,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,197,73,-151,ACRU,7.62,S,L,8.38,S,L,11.18,S,L,11,S,L,NA,11.3,S,L,NA,NA,NA,SHARES BASE WITH 4 OTHER RM,dry,Severe,1
SE11,1991,198,73,-172.5,PIST,7.37,S,L,7.37,S,L,7.62,S,D,6,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: BARK MISSING; 2001: 15.9' BOLE; 180 DEG; D2; SNAP AT 2'; 2011: STUMP ONLY,dry,Severe,1
SE11,1991,199,73,-176,PIST,8.64,S,D,NA,NA,D,NA,NA,D,NA,NA,D,NA,NA,NA,G,NA,NA,NA,1991: D3; 2001: STUMP BARELY EVIDENT; D3,dry,Severe,1
SE11,1991,200,73.5,-105,ACRU,4.57,S,L,4.57,S,L,4.57,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: 25' AT 230 DEG,dry,Severe,1
SE11,1991,201,74,-151,ACRU,5.59,S,L,6.1,S,L,6.35,S,D,6,NA,SN,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 4 OTHER RM; 2001: SNAP AT BASE; 32.1' BOLE; 20 DEG; D2,dry,Severe,1
SE11,1991,202,74,-152,ACRU,11.43,I,L,13.46,I,L,19.81,CD,L,21.6,CD,L,NA,22.5,I,L,NA,NA,NA,SHARES BASE WITH 4 OTHER RM,dry,Severe,1
SE11,1991,203,74.5,-132.5,ACRU,4.83,S,D,NA,NA,D,5.08,NA,D,NA,NA,D,NA,NA,NA,G,NA,NA,NA,1991: LEANS TOWARD 320 DEG; 2001: STUMP ONLY D3,dry,Severe,1
SE11,1991,204,75,-151.5,ACRU,6.35,S,L,6.6,S,L,7.87,S,L,7.6,S,L,NA,6.6,NA,SN,NA,286,D1,SHARES BASE WITH 4 OTHER RM; 1991: SWELLING AT DBH; 2011: BOLE LEANING AGAINST 157,dry,Severe,1
SE11,1991,205,76,-102,BELE,11.94,I,L,13.46,I,L,17.53,I,L,19.7,I,L,NA,21.8,CD,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,206,76,-160.5,PIST,15.75,S,L,16.76,S,L,18.54,I,L,20.4,S,L,NA,21.5,I,L,NA,NA,NA,1991: DEAD LEADER,dry,Severe,1
SE11,1991,207,76.5,-163.5,PIST,18.29,S,L,18.54,S,L,18.8,S,D,16,NA,D,NA,14.5,NA,D,23.7,266,D2,1991: D1; 2001: D2,dry,Severe,1
SE11,1991,208,78,-191,BEPA,11.18,CD,L,11.43,CD,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,GROWING ON OR NEAR WP MOUND 157;175; 1991: SNAP AT 1' FROM BASE; 11' AT 262 DEG; D1; 2001: 10.9' BOLE; D3,dry,Severe,1
SE11,1991,209,78.5,-163,PIST,5.59,S,L,NA,NA,D,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: 4' AT 121 DEG; D1; SNAP AT BASE; 2001: D3 AND BURIED,dry,Severe,1
SE11,1991,210,78.5,-167.5,PIST,6.35,S,L,6.6,S,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; LEANS SW 48 DEG FROM VERT; TOP SNAP AT 9'; 2001: STUMP ONLY D3,dry,Severe,1
SE11,1991,211,78.5,-187.5,PIST,76.2,NA,W,NA,NA,W,60.96,NA,W,NA,NA,W,NW,NA,NA,W,NA,NA,D3,WINDTHROWN: LOCATED AT CENTER OF MOUND; WB GROWING ON OR NEAR MOUND; 1991: BIRCH SEEDLING; D2; 2001: D2,dry,Severe,1
SE11,1991,212,80,-127,BELE,6.86,S,L,7.62,S,L,9.14,S,L,10.3,S,L,NA,12,S,L,NA,NA,NA,1991: LATERAL DOMINATES; 2011: LEANING,dry,Severe,1
SE11,1991,213,80,-172,QUAL,6.1,S,L,8.89,S,D,5.08,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: TOP SNAP AT 12'; 2001: 5.2' BOLE; 192 DEG; D3; SNAP AT BASE,dry,Severe,1
SE11,1991,214,81,-186,BEPA,13.97,CD,L,17.27,CD,L,17.53,CD,L,17,NA,D,NA,17.2,NA,RB,26,220,D2,1991: THIN CROWN; SOME DEAD TWIGS; 2011: BOLE IN 3 PIECES,dry,Severe,1
SE11,1991,215,81,-194.5,QURU,5.33,S,L,6.1,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,216,81.5,-131.5,ACRU,6.86,S,L,7.11,S,L,NA,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,SHARES BASE WITH 2 OTHER RM; GROWING ON LOW MOUND; 1991: STUMP D3; BOLE GONE; 2001: STUMP D3,dry,Severe,1
SE11,1991,217,82,-108,PIST,25.4,NA,W,NA,NA,W,4.57,NA,W,NA,NA,W,N,NA,NA,W,NA,NA,D3,WINDTHROWN: LOCATED AT CENTER OF MOUND; 2001: D3; 2011: D3 NEARLY GONE,dry,Severe,1
SE11,1991,218,82,-112,ACRU,5.33,S,L,5.33,S,L,5.08,S,D,5,NA,D,NA,4.9,NA,SN,9.1,224,D2,SHARES BASE WITH 165;22 & 166;23,dry,Severe,1
SE11,1991,219,82,-139,QURU,4.57,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,220,82,-145,QURU,5.33,S,L,5.33,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,221,82,-178.5,BELE,9.14,I,L,9.14,I,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Severe,1
SE11,1991,222,82,-188,QURU,5.59,S,L,NA,NA,D,6.6,S,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: BASE SPROUT,dry,Severe,1
SE11,1991,223,82.5,-111,ACRU,5.84,S,L,6.1,S,L,5.84,NA,D,5,NA,SN,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 164;24 & 166;23; 1991: 29' AT 297 DEG; 2001: 20.9' BOLE; 284 DEG; D2 AND BURIED,dry,Severe,1
SE11,1991,224,82.5,-131,ACRU,7.11,S,L,7.11,S,L,NA,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,TOP BROKEN IN 1975; SHARES BASE WITH 2 OTHER RM; GROWING ON LOW MOUND; 1991: STUMP D3; BOLE GONE; 2001: STUMP D3,dry,Severe,1
SE11,1991,225,82.5,-132,ACRU,5.84,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 2 OTHER RM; GROWING ON LOW MOUND,dry,Severe,1
SE11,1991,226,83,-111.5,ACRU,9.65,I,L,10.41,I,L,13.72,I,L,13.3,S,L,NA,13.8,S,L,NA,NA,NA,SHARES BASE WITH 165;22 & 164;24; 2011: TOP SNAPPED,dry,Severe,1
SE11,1991,227,84,-174,QUVE,7.62,I,L,8.13,I,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 18' AT 231 DEG; D2; SPROUTS FROM BASE,dry,Severe,1
SE11,1991,228,84,-176,QUVE,7.11,I,L,7.37,I,L,9.14,I,L,11.8,S,L,NA,12.1,NA,D,NA,NA,D2,2001: CHANGED SPECIES - PRSE TO QUVE,dry,Severe,1
SE11,1991,229,84.5,-139,PIST,6.86,S,L,6.86,S,L,10.16,NA,D,7,NA,D,NA,NA,NA,SN,8,194,D3,1991: TOP SNAP AT 12',dry,Severe,1
SE11,1991,230,85,-170,BELE,13.46,CD,L,15.49,CD,L,19.3,CD,L,22.8,CD,L,NA,26.1,CD,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,231,86,-139,QUVE,11.68,I,L,13.72,I,L,17.02,CD,L,20.1,CD,L,NA,23,CD,L,NA,NA,NA,NA,dry,Severe,1
SE11,1991,232,86,-166,QUVE,16.51,CD,L,19.3,CD,L,22.61,CD,L,24.8,CD,L,NA,26.7,CD,L,NA,NA,NA,1991: SWELLLING BELOW DBH; ROT AT BASE,dry,Severe,1
SE11,1991,233,86.5,-173,PRSE,5.84,S,L,NA,NA,L,8.38,I,L,10,S,L,NA,10.1,S,L,NA,NA,NA,1991: LEANS SOUTH 10 DEG FROM VERT; 2001: CHANGED SPECIES - QUVE TO PRSE; 2011: TRUNK SPROUT ONLY,dry,Severe,1
SE11,1991,234,87.5,-195.5,PIST,8.89,S,L,9.65,S,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: STUMP D2; 5' AT 270 DEG THEN 10' AT 258 DEG; 2001: D3; 5' BOLE AT 270 DEG; 6.9' BOLE AT 260 DEG - 1' S OF BASE,dry,Severe,1
SE11,1991,235,89,-170,PIST,9.4,S,L,10.16,S,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: BOLE D2; STUMP D2; SNAP AT BASE; 12' AT 168 DEG; 2001: STUMP AND BOLE D3; BOLE BURIED,dry,Severe,1
SE11,1991,236,89,-178.5,PIST,8.13,S,L,8.89,S,L,10.16,NA,SN,7,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAP AT 2' FROM BASE; D1; 10' AT 200 DEG; 2001: 9' BOLE; D2; 2011: STUMP ONLY,dry,Severe,1
SE11,1991,237,89.5,-197,PIST,30.48,NA,W,NA,NA,W,NA,NA,W,NA,NA,W,W,NA,NA,G,NA,NA,NA,WINDTHROWN: LOCATED AT CENTER OF MOUND; GB GROWING ON OR NEAR MOUND; 1991: D3; SPRUCE AND BE SEEDLINGS; 2001: D3; 2011: mound only,dry,Severe,1
SE11,1991,238,90,-136.5,UNK,35.56,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1991: D2 TO D3; 2001: D3,dry,Severe,1
